Data Medicao,Estado,TemperaturaMedia C,"PRECIPITACAO TOTAL, MENSAL (AUT)(mm)","PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB)","VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s)"
082014,2,13.5,134,"928,2","1,6"
092014,2,16.1,"191,8","925,6","2,1"
102014,2,18.7,56,"926,1",2
112014,2,19.8,"61,6","923,4","2,1"
122014,2,20.5,"223,4",923,"1,9"
012015,2,21.5,"111,4","924,6","1,8"
022015,2,20.7,"41,6","923,5","1,5"
032015,2,20.1,"78,6","924,5","1,5"
042015,2,17.8,"7,4",926,"1,3"
052015,2,14.9,127,"927,3","1,2"
062015,2,12.5,"109,6","929,1","1,4"
072015,2,13.5,264,"927,1","1,4"
082015,2,15.8,"18,6","927,5","1,1"
092015,2,16.7,"89,6","923,8","1,4"
102015,2,17.7,"222,8","924,9","1,1"
112015,2,18.8,"244,6","922,5","1,6"
122015,2,21.0,"96,4",923,"0,9"
012016,2,21.1,,923,"0,5"
022016,2,21.8,,"923,9",1
032016,2,19.8,"228,6","925,3","1,9"
042016,2,19.6,,"925,3","2,1"
052016,2,13.6,,"927,5","2,1"
062016,2,9.7,0,"929,4","1,8"
072016,2,11.8,,"927,6","1,9"
082016,2,12.8,,"926,9","1,8"
092016,2,14.6,,927,"2,1"
102016,2,17.0,"109,8","924,6","2,6"
112016,2,18.7,113,"923,7","2,6"
122016,2,20.0,171,"922,7","2,1"
012017,2,21.3,"216,8","923,4","1,8"
022017,2,21.8,"139,6","923,6","1,6"
032017,2,19.8,117,"925,2","1,9"
042017,2,17.1,"62,6","926,3","2,1"
052017,2,15.9,"210,6","926,4","1,6"
062017,2,12.9,"102,4",928,"1,5"
072017,2,11.5,"10,6","932,6","1,4"
082017,2,14.3,"130,2","927,5","1,9"
092017,2,17.9,"41,4","928,1","1,8"
102017,2,17.2,"248,2","923,7","2,5"
112017,2,18.7,"131,2","922,3","2,6"
122017,2,20.6,"123,6","922,1","2,3"
012018,2,20.4,"190,6","922,9","2,2"
022018,2,19.4,"31,8","923,6",2
032018,2,20.8,"180,4","922,9","1,7"
042018,2,18.8,6,"927,4","1,9"
052018,2,15.4,"52,2","927,9","1,9"
062018,2,12.4,"146,8","927,9","1,7"
072018,2,13.6,"8,6","927,9","1,8"
082018,2,12.5,"81,4","928,3",2
092018,2,15.8,"175,8",925,"2,1"
102018,2,17.0,"249,4","924,1","2,4"
112018,2,19.6,"65,2",924,"2,8"
122018,2,21.9,"67,8","923,4","2,4"
012019,2,22.8,102,"924,8","2,2"
022019,2,20.0,"110,6","923,5","2,1"
032019,2,20.1,"114,2","925,6","2,1"
042019,2,18.8,"118,6","924,8","1,5"
052019,2,16.4,"196,8","925,6","1,4"
062019,2,14.5,31,"928,9","1,2"
072019,2,12.2,"35,8","928,3","1,3"
082019,2,12.9,23,"930,2","1,6"
092019,2,16.2,100,"926,4",2
102019,2,19.4,"171,2","924,9",2
112019,2,19.6,"140,8","923,3","2,4"
122019,2,20.9,,923,"1,8"
012020,2,21.3,"76,8","922,3","2,2"
022020,2,20.4,20,"924,2","2,1"
032020,2,20.0,,"925,8","1,9"
042020,2,16.4,,"926,7",2
052020,2,13.2,,"926,7","2,2"
062020,2,14.3,,"926,9","2,2"
072020,2,12.4,,"927,2","2,2"
082020,2,12.8,,"928,4",2
092020,2,17.0,,"926,3","2,4"
102020,2,18.9,,"924,2","2,7"
112020,2,18.9,,"924,4","2,7"
122020,2,20.7,,"922,7","2,6"
012021,2,20.5,,"923,1","2,5"
022021,2,19.9,,"922,7","2,4"
032021,2,20.7,,"923,5","2,2"
042021,2,17.0,,"926,9","2,4"
052021,2,13.6,,"926,5",2
062021,2,12.3,,"927,9",2
072021,2,9.9,,"929,7","2,1"
082021,2,14.5,,"928,8","2,4"
092021,2,16.5,,"925,7","2,4"
102021,2,16.1,,"924,9","2,5"
112021,2,19.6,,"922,7","2,8"
122021,2,20.7,,"922,2","2,9"
012022,2,21.6,,"922,6","2,4"
022022,2,21.3,,"923,1",2
032022,2,20.1,,"923,9","2,1"
042022,2,16.7,,"925,5",2
052022,2,13.1,,"925,8","2,1"
062022,2,12.2,,"926,7","2,1"
072022,2,13.8,,"927,1","1,9"
082022,2,,,,
092022,2,13.7,,"926,1","2,4"
102022,2,16.8,,"924,1","2,3"
112022,2,17.3,,925,3
122022,2,20.6,"145,6","921,9","2,3"
012023,2,20.4,"189,6",923,"1,9"
022023,2,20.3,278,"923,2","1,9"
032023,2,20.7,"87,6",925,"1,9"
042023,2,17.0,"114,4","925,1",2
052023,2,14.5,"39,8","927,8","1,1"
062023,2,12.1,"112,2","928,5","1,6"
072023,2,13.1,"164,8","928,2","1,6"
082023,2,,,,
092023,2,,,,
102023,2,,,,
112023,2,21.0,,,
122023,2,22.7,106,"923,5",
012024,2,21.4,"123,2","923,6",
022024,2,22.2,"80,8",925,
032024,2,21.9,"115,4",925,
042024,2,20.1,"93,2","925,4",
052024,2,17.1,,"925,8","2,3"
062024,2,15.0,,"927,3","1,9"
072024,2,12.7,,"930,2",2
082024,2,14.0,,"928,4","2,1"
092024,2,18.5,,"925,8","2,5"
102024,2,19.0,,"925,1","2,9"
112024,2,20.2,,"923,6","2,5"
122024,2,20.3,,"922,3","2,2"
012014,2,23.5,"240,4","958,8","1,1"
022014,2,23.8,"147,2",959,"1,4"
032014,2,21.0,160,"959,6","0,9"
042014,2,18.9,"37,8","961,8","0,8"
052014,2,15.7,101,"961,9","0,5"
062014,2,14.6,"255,6","962,6","0,7"
072014,2,13.7,"17,6","966,1","0,6"
082014,2,14.6,"88,6",964,"0,7"
092014,2,17.2,"159,8","961,2","1,1"
102014,2,19.5,152,"961,7","1,2"
112014,2,20.4,118,"958,8",1
122014,2,21.8,"212,6",958,1
012015,2,22.8,"310,8","959,3","1,1"
022015,2,22.6,140,"958,3",1
032015,2,21.4,"95,2","959,6",1
042015,2,18.6,"50,2","961,4","0,7"
052015,2,16.1,"125,4",963,"0,7"
062015,2,13.3,"146,2",965,"0,5"
072015,2,14.7,"207,6","962,8","0,6"
082015,2,17.4,"40,4",963,"0,7"
092015,2,17.3,"298,6","959,3","1,1"
102015,2,18.4,,,
112015,2,19.6,,"957,3","1,1"
122015,2,22.3,"151,2","957,7","1,1"
012016,2,22.9,"71,6",958,"1,1"
022016,2,23.4,"208,2","958,5",1
032016,2,20.8,"265,8","960,4",1
042016,2,20.9,"214,2","960,1","0,8"
052016,2,14.8,136,"963,4","0,6"
062016,2,11.2,"46,2","965,7","0,6"
072016,2,12.9,"112,2","963,7","0,7"
082016,2,13.9,153,"962,6","0,8"
092016,2,15.9,"60,2","962,8","1,2"
102016,2,17.9,"212,2","960,3","1,4"
112016,2,19.4,54,"959,1","1,3"
122016,2,,,,
012017,2,23.1,182,"958,1",1
022017,2,23.7,"106,6","958,4",1
032017,2,21.0,"72,4","960,4",1
042017,2,17.9,"59,2","961,9","0,9"
052017,2,17.0,,,
062017,2,13.9,,964,"0,5"
072017,2,13.0,,"969,5","0,5"
082017,2,15.1,"139,2","963,5","0,8"
092017,2,18.9,,,
102017,2,18.7,,"958,4","1,3"
112017,2,19.4,143,"957,4","1,3"
122017,2,21.9,"132,6",957,"1,2"
012018,2,21.9,340,"957,7","1,1"
022018,2,21.2,"122,4","958,7","1,1"
032018,2,22.0,"152,2","957,7","0,9"
042018,2,19.8,"50,2","962,7","0,7"
052018,2,16.3,29,"963,5","0,8"
062018,2,13.2,"103,6","963,9","0,5"
072018,2,14.0,"27,2","963,9","0,6"
082018,2,13.2,"111,4","964,7","0,8"
092018,2,17.3,"178,4","960,9","0,9"
102018,2,18.1,"112,4","960,1","1,2"
112018,2,20.4,"96,4","959,7","1,6"
122018,2,22.5,"126,8","958,6","1,3"
012019,2,24.2,"114,4","959,6","1,1"
022019,2,21.6,226,"958,7","0,9"
032019,2,21.2,"98,2",961,"0,9"
042019,2,19.9,"98,2","960,1","0,7"
052019,2,17.9,"201,2","961,2","0,8"
062019,2,15.6,"21,2","964,7","0,4"
072019,2,13.0,"51,8","964,5","0,6"
082019,2,13.9,"28,4","966,6","0,8"
092019,2,16.7,"91,4","962,7","1,1"
102019,2,19.9,"181,4","960,6","1,1"
112019,2,20.3,"105,4",959,"1,3"
122019,2,22.1,57,"958,2","1,5"
012020,2,22.8,"150,2","957,3","1,4"
022020,2,21.9,"113,2","959,7","1,2"
032020,2,21.4,"75,8","961,3",1
042020,2,17.9,"31,4","962,4","0,9"
052020,2,14.6,"20,6","962,3","0,8"
062020,2,15.3,"116,8","962,6","0,6"
072020,2,12.6,"113,8","963,3","0,7"
082020,2,13.8,"112,4","964,6","0,7"
092020,2,17.2,"114,8","962,3","0,9"
102020,2,19.3,"42,6",960,"1,3"
112020,2,19.6,"144,6","960,2","1,3"
122020,2,21.7,"237,6",958,"1,3"
012021,2,21.9,"278,4","958,3","1,1"
022021,2,21.6,"97,8","957,8","1,2"
032021,2,22.0,,"958,8","0,9"
042021,2,,,,
052021,2,,,,
062021,2,,,,
072021,2,,,,
082021,2,,,,
092021,2,,,,
102021,2,17.3,"126,8","960,8","1,2"
112021,2,20.0,83,"958,2","1,5"
122021,2,21.2,"82,8","957,7","1,5"
012022,2,23.2,"72,4","957,5","1,3"
022022,2,22.8,"107,6",958,"1,1"
032022,2,21.3,"183,2",959,"0,9"
042022,2,17.8,"81,6",961,"0,8"
052022,2,14.2,"253,2","961,8","0,8"
062022,2,12.7,175,"962,8","0,7"
072022,2,14.4,"35,2","962,9","0,5"
082022,2,13.5,166,"964,3","0,7"
092022,2,14.5,"107,4","962,8",1
102022,2,17.9,273,"959,7","1,1"
112022,2,18.4,"58,4","960,9","1,5"
122022,2,21.7,"153,8","957,1","1,3"
012023,2,22.2,"244,4",958,"1,1"
022023,2,21.8,"224,2",958,"0,9"
032023,2,21.9,162,960,"0,9"
042023,2,18.1,,"960,7","0,8"
052023,2,15.1,,,
062023,2,13.2,"107,6","964,3","0,6"
072023,2,14.0,"150,6","964,5","0,6"
082023,2,14.9,"110,4",962,"0,5"
092023,2,17.6,,"960,7","0,7"
102023,2,,,,
112023,2,20.8,,,
122023,2,23.0,126,"958,3","1,3"
012024,2,22.1,177,"958,4","1,2"
022024,2,23.2,"337,6","959,7",1
032024,2,22.5,140,"959,8",1
042024,2,,"107,6",,
052024,2,,"217,2",,
062024,2,,"112,4",,
072024,2,12.8,"238,8","966,4","0,7"
082024,2,14.2,"42,4","964,1","0,6"
092024,2,17.7,"136,6","961,2","0,5"
102024,2,19.0,"155,6","960,6","0,7"
112024,2,20.4,"113,6","958,8",1
122024,2,20.8,"183,8","957,2",
012014, 2,21.5,"207,6","918,6","1,4"
022014, 2,21.4,140,"918,6","1,6"
032014, 2,19.5,"271,6","918,8","1,3"
042014, 2,17.4,"63,8","920,6","1,3"
052014, 2,14.5,"19,6","920,5",1
062014, 2,13.7,43,"921,1","1,2"
072014, 2,12.6,,924,"1,1"
082014, 2,13.9,,"922,3","1,3"
092014, 2,16.0,,"920,2","1,6"
102014, 2,18.0,"71,4","920,5","1,5"
112014, 2,18.7,296,"917,8","1,4"
122014, 2,20.0,"275,4","917,4","1,4"
012015, 2,21.4,"115,4","918,9","1,2"
022015, 2,20.4,"110,4","917,8","0,9"
032015, 2,19.6,"70,4","918,8","0,9"
042015, 2,17.4,"5,6","920,1","0,8"
052015, 2,14.9,66,"921,9","0,9"
062015, 2,13.4,,"923,8","0,8"
072015, 2,13.7,,"921,5","1,1"
082015, 2,16.4,"30,4","921,9","1,1"
092015, 2,16.7,,"918,4","0,8"
102015, 2,17.1,,"919,1","0,4"
112015, 2,18.0,,"916,7","0,8"
122015, 2,21.1,167,"917,2","0,9"
012016, 2,20.7,"135,6","917,4","1,1"
022016, 2,21.7,"133,4","918,2",1
032016, 2,19.5,"94,6","919,6","0,9"
042016, 2,19.8,"80,4","919,6","0,4"
052016, 2,13.1,,,
062016, 2,9.5,,"924,6","0,5"
072016, 2,12.4,82,"921,7","0,5"
082016, 2,12.9,235,921,"0,4"
092016, 2,14.2,"56,8","921,1","0,6"
102016, 2,16.2,"163,2",919,"0,8"
112016, 2,17.6,"81,2",918,"0,5"
122016, 2,19.7,"121,8","917,1","0,4"
012017, 2,21.2,"129,2","917,7","0,7"
022017, 2,21.6,"157,6",918,"0,4"
032017, 2,19.1,"52,2","919,5","0,3"
042017, 2,16.7,,"920,5","0,3"
052017, 2,15.8,,"920,7","0,3"
062017, 2,13.2,"126,8","922,2","0,2"
072017, 2,12.3,"13,2","926,8","0,3"
082017, 2,14.2,107,"921,7","0,2"
092017, 2,17.8,"31,2","922,4","0,3"
102017, 2,16.9,"128,6",918,"0,4"
112017, 2,17.6,160,"916,7","0,2"
122017, 2,20.0,150,"916,5","0,2"
012018, 2,20.1,186,"917,3","0,3"
022018, 2,19.2,"95,4","917,9","0,1"
032018, 2,20.2,"164,2","917,3","0,1"
042018, 2,18.4,"20,8","921,6","0,1"
052018, 2,15.6,36,922,"0,1"
062018, 2,13.0,104,922,"0,1"
072018, 2,14.0,15,922,"0,1"
082018, 2,12.9,"68,8","922,4","0,1"
092018, 2,15.7,"160,2","919,3","0,1"
102018, 2,16.3,305,"918,5","0,1"
112018, 2,18.4,,,
122018, 2,,,,
012019, 2,,,,
022019, 2,,,,
032019, 2,19.3,91,"919,9","0,1"
042019, 2,18.4,"151,4","919,1",0
052019, 2,16.4,"289,4","919,8",0
062019, 2,14.9,"86,6","923,1",0
072019, 2,12.6,"31,2","922,4","0,1"
082019, 2,13.1,"30,4","924,4","0,1"
092019, 2,15.6,"167,6","920,8","0,1"
102019, 2,18.6,103,"919,3",0
112019, 2,18.6,"101,4","917,7",0
122019, 2,19.8,"95,8","917,4",0
012020, 2,20.6,106,"916,6","0,1"
022020, 2,19.9,"157,8","918,6",0
032020, 2,19.3,"20,2","920,1","0,3"
042020, 2,16.5,"43,4","920,9","0,7"
052020, 2,13.5,"39,6","920,8","0,8"
062020, 2,14.4,"100,6","921,2","0,8"
072020, 2,12.9,"97,6","921,3","0,8"
082020, 2,13.3,"126,4","922,6","0,6"
092020, 2,16.8,37,"920,7","0,7"
102020, 2,18.1,"94,2","918,6","0,8"
112020, 2,18.0,"50,4","918,8","0,7"
122020, 2,19.9,"169,6","917,1","0,6"
012021, 2,20.1,"252,2","917,5","0,7"
022021, 2,20.0,"106,2","916,9","0,5"
032021, 2,20.1,"131,2","917,8","0,5"
042021, 2,16.7,"17,2",921,"0,3"
052021, 2,13.8,"110,2","920,6","0,5"
062021, 2,12.5,"126,6",922,"0,5"
072021, 2,10.3,"37,4","923,7","0,6"
082021, 2,14.8,"56,6","922,7","1,8"
092021, 2,16.3,"117,2","920,1",2
102021, 2,15.4,"168,4","919,3","2,1"
112021, 2,18.1,"100,2","917,1","2,1"
122021, 2,19.0,"140,8","916,7","1,9"
012022, 2,20.8,"182,6",917,"1,7"
022022, 2,21.1,"32,2","917,5","1,5"
032022, 2,19.9,"270,2","918,2","1,6"
042022, 2,16.6,"7,4","919,8","1,4"
052022, 2,13.3,"184,6","920,2","1,4"
062022, 2,11.6,,,
072022, 2,,,,
082022, 2,,,,
092022, 2,,,,
102022, 2,,,,
112022, 2,16.4,"159,4","919,3",2
122022, 2,19.6,"245,6","916,4","1,7"
012023, 2,20.2,"234,2","917,3","1,5"
022023, 2,20.1,"211,8","917,5","1,4"
032023, 2,20.5,"111,8","919,3","1,6"
042023, 2,16.8,"98,2","919,4","1,5"
052023, 2,15.4,"21,2","921,9",1
062023, 2,13.1,"124,8","922,7","1,3"
072023, 2,13.2,115,"922,7","1,2"
082023, 2,14.6,"81,4","920,3","1,5"
092023, 2,17.7,142,"919,1",2
102023, 2,17.0,,,
112023, 2,19.1,,,
122023, 2,,,"917,7","1,9"
012024, 2,,,"917,4","1,8"
022024, 2,,,"919,2","1,6"
032024, 2,,,"919,2","1,3"
042024, 2,18.8,,"919,6","1,5"
052024, 2,16.7,"202,8","919,8","1,9"
062024, 2,15.3,"48,2","921,3","1,4"
072024, 2,12.4,"161,4","924,1","1,4"
082024, 2,13.9,"24,4","922,4","1,6"
092024, 2,17.6,"137,8",920,"1,8"
102024, 2,17.5,"97,4","919,3","2,1"
112024, 2,18.9,"173,2","917,7",2
122024, 2,19.0,"184,2","916,5","2,1"
012014,2,22.7,"458,8","946,1","0,8"
022014,2,22.7,"169,6","946,4","0,9"
032014,2,20.6,200,"946,8","0,7"
042014,2,18.6,"107,2",949,"0,6"
052014,2,15.3,"141,6",949,"0,5"
062014,2,14.1,,"950,1","0,6"
072014,2,13.2,"62,8","952,7","0,5"
082014,2,14.0,"164,4","951,1","0,6"
092014,2,17.2,,"948,4","0,9"
102014,2,19.3,"55,2","948,7","0,8"
112014,2,20.4,"236,6","945,9","0,8"
122014,2,21.6,"229,8","945,2","0,8"
012015,2,22.3,"321,6","946,6","0,7"
022015,2,21.7,"363,6","945,7","0,6"
032015,2,21.1,"160,8","946,8","0,5"
042015,2,18.5,"76,2","948,5","0,5"
052015,2,15.9,"101,6","950,4","0,5"
062015,2,13.2,"104,6","952,4","0,4"
072015,2,13.9,,"950,2","0,6"
082015,2,17.3,"13,8","950,2","0,6"
092015,2,17.3,"201,6","946,4","0,8"
102015,2,18.0,"568,8","947,6","0,7"
112015,2,19.2,"459,2",945,"0,7"
122015,2,22.1,"262,8",945,"0,8"
012016,2,22.5,"275,6","945,2","0,7"
022016,2,22.9,368,"945,8","0,6"
032016,2,20.5,"462,2","947,6","0,6"
042016,2,20.4,"253,8","947,5","0,6"
052016,2,14.3,"222,2","950,4","0,4"
062016,2,10.6,"110,8","952,6","0,3"
072016,2,12.8,78,"950,4","0,7"
082016,2,13.7,"280,6","949,6","0,6"
092016,2,15.5,68,"949,8","0,3"
102016,2,17.6,"327,4","947,3","0,8"
112016,2,19.3,"129,4","946,2","0,6"
122016,2,20.8,"225,6","944,9","0,6"
012017,2,22.6,"287,2","945,5","0,4"
022017,2,22.8,"138,8","945,7","0,4"
032017,2,20.7,"100,4","947,6","0,3"
042017,2,17.7,60,949,"0,4"
052017,2,16.6,"246,6","949,1","0,2"
062017,2,13.8,"126,4","950,8","0,3"
072017,2,12.7,"16,2","955,7","0,2"
082017,2,14.6,102,"950,4","0,2"
092017,2,18.5,"70,4","950,8","0,5"
102017,2,18.1,230,"946,1","0,9"
112017,2,19.2,99,"944,8",1
122017,2,21.8,105,"944,3","0,9"
012018,2,21.6,396,945,"0,4"
022018,2,20.6,,946,"0,4"
032018,2,21.2,,"945,2","0,2"
042018,2,19.4,"10,6","949,9",0
052018,2,15.9,"35,6","950,6","0,2"
062018,2,13.1,"81,6","950,7","0,2"
072018,2,13.7,"9,4","950,7","0,3"
082018,2,12.1,,,
092018,2,,,,
102018,2,,,,
112018,2,,,,
122018,2,21.0,,"945,8","1,3"
012019,2,,,,
022019,2,,,,
032019,2,,,"948,6","0,9"
042019,2,19.1,,"946,8","0,7"
052019,2,,,"948,1","0,9"
062019,2,14.6,,"951,8","0,6"
072019,2,11.6,,"951,2","0,8"
082019,2,11.3,,"954,1",1
092019,2,,,,
102019,2,,,,
112019,2,,,,
122019,2,,,,
012020,2,,,,
022020,2,,,,
032020,2,,,,
042020,2,,,,
052020,2,,,,
062020,2,,,,
072020,2,,,,
082020,2,,,,
092020,2,,,,
102020,2,,,,
112020,2,,,,
122020,2,21.5,"200,2",945,"1,3"
012021,2,21.8,"332,8","945,2","1,2"
022021,2,21.2,"58,6","944,9","1,2"
032021,2,21.3,"176,8","945,7",1
042021,2,17.6,"4,4","949,5","0,8"
052021,2,14.3,"108,4","949,2","0,9"
062021,2,13.0,"197,8","950,8","0,8"
072021,2,10.9,"23,8","952,7","0,9"
082021,2,15.4,"51,4","951,6","0,9"
092021,2,16.9,"164,2","948,4","1,1"
102021,2,17.1,"153,4","947,6","1,2"
112021,2,20.1,"83,2","945,1","1,5"
122021,2,21.3,"71,8","944,7","1,4"
012022,2,22.8,"255,6","944,8","1,2"
022022,2,22.4,"72,4","945,2","1,1"
032022,2,,,,
042022,2,,,,
052022,2,,,,
062022,2,,,,
072022,2,,,,
082022,2,,,,
092022,2,,,,
102022,2,,,,
112022,2,18.0,"81,4","947,8","1,4"
122022,2,21.4,"336,2","944,2","1,3"
012023,2,21.7,"338,6","945,2","1,2"
022023,2,21.5,"218,4","945,2",1
032023,2,21.7,"276,6","947,2","1,1"
042023,2,17.9,"146,8","947,7","0,9"
052023,2,15.7,51,"950,4","0,7"
062023,2,13.4,173,"951,2","0,9"
072023,2,13.9,191,"951,3","0,9"
082023,2,15.2,88,"948,9","1,1"
092023,2,18.4,"138,4","947,1","1,4"
102023,2,,,,
112023,2,,,,
122023,2,,,,
012024,2,,,,
022024,2,,,,
032024,2,,,,
042024,2,20.1,"197,2","947,5","0,9"
052024,2,16.8,"332,2",948,"1,1"
062024,2,15.6,"64,6","949,5","0,9"
072024,2,13.1,"202,8","952,9","0,7"
082024,2,14.4,"32,8","950,9",1
092024,2,18.1,"108,8","948,2","1,1"
102024,2,19.2,"124,2","947,4","1,3"
112024,2,20.6,"147,8","945,8","1,2"
122024,2,20.9,202,"944,3","1,5"
012014,2,21.4,"203,4","905,3","2,7"
022014,2,21.2,"159,2","905,5",3
032014,2,18.6,144,"905,5",3
042014,2,16.9,"80,8","907,3","2,9"
052014,2,13.6,191,"907,1","2,6"
062014,2,13.0,"384,8","907,3","3,1"
072014,2,12.3,"51,6","910,4",3
082014,2,13.8,"87,8","908,8","2,9"
092014,2,15.6,225,"906,2","3,7"
102014,2,18.0,"116,8","906,9","3,4"
112014,2,18.6,"231,8","904,4","3,3"
122014,2,19.9,"208,4","904,1","3,2"
012015,2,20.8,"177,6","905,8","2,7"
022015,2,20.0,"224,2","904,7","2,5"
032015,2,19.2,"136,6","905,7","2,5"
042015,2,16.8,"73,2",907,"2,4"
052015,2,14.3,"80,8",908,"2,7"
062015,2,12.6,"141,8","909,5","2,4"
072015,2,12.8,"285,6","907,7","2,5"
082015,2,16.6,"68,8","908,1","2,9"
092015,2,16.0,"279,4","904,5","2,9"
102015,2,16.8,"339,2","905,6","3,3"
112015,2,17.7,"224,2","903,4",3
122015,2,20.6,"206,8","903,9",3
012016,2,21.1,"108,4","904,1",3
022016,2,21.4,214,905,"2,4"
032016,2,18.6,282,"906,4","2,8"
042016,2,19.1,"148,4","906,4","2,4"
052016,2,12.5,"191,4","908,2","2,4"
062016,2,9.4,"41,6","909,9","2,2"
072016,2,12.3,"76,8",908,"3,1"
082016,2,13.2,161,"907,4","2,6"
092016,2,13.8,"89,8","907,7","3,2"
102016,2,15.8,"228,4","905,3","3,7"
112016,2,17.6,"179,8","904,6","3,2"
122016,2,19.4,"151,8","903,8","2,8"
012017,2,21.1,"139,8","904,6","2,7"
022017,2,21.4,"113,8","904,8","2,6"
032017,2,18.9,"83,4","906,3","2,8"
042017,2,16.1,"85,2","907,1","3,1"
052017,2,15.2,,"906,8","2,9"
062017,2,,,,
072017,2,,,,
082017,2,13.7,"106,6",908,"3,2"
092017,2,18.0,"40,2","908,8","3,1"
102017,2,16.3,"201,2","904,5","3,3"
112017,2,17.5,"121,4","903,3","3,2"
122017,2,20.3,"122,4","903,1",3
012018,2,20.0,"245,8",904,"2,5"
022018,2,19.1,"75,6","904,7","2,4"
032018,2,20.1,"70,6",904,"2,1"
042018,2,18.3,"15,2","908,4","2,1"
052018,2,14.5,56,"908,6","2,4"
062018,2,12.2,"110,4","908,5","2,1"
072018,2,13.7,"18,4","908,5","2,4"
082018,2,11.6,"108,6","908,8","2,8"
092018,2,15.4,"196,6","905,7","2,7"
102018,2,16.2,"178,4",905,"2,8"
112018,2,18.4,112,"904,9","3,1"
122018,2,20.5,92,"904,6","2,4"
012019,2,22.2,"253,4",906,"2,3"
022019,2,19.6,"172,8","904,7","2,1"
032019,2,18.8,177,"906,7",2
042019,2,17.9,"152,8","905,9","1,6"
052019,2,15.8,"238,4","906,5","1,9"
062019,2,15.0,"22,4","909,4","1,8"
072019,2,12.3,"49,6","908,8",2
082019,2,12.8,"37,8","910,6","2,5"
092019,2,16.2,"58,6",907,"2,4"
102019,2,18.6,"172,8","905,8","2,4"
112019,2,18.5,"194,6","904,3","2,5"
122019,2,19.9,"74,2","904,1",2
012020,2,20.6,"105,2","903,5","1,8"
022020,2,19.7,"127,2","905,5",2
032020,2,19.8,"49,8","906,8","1,8"
042020,2,15.7,"76,8","907,7","1,7"
052020,2,13.3,"70,2","907,4","1,6"
062020,2,13.9,"180,6","907,3","1,9"
072020,2,12.2,"138,2","907,6","1,7"
082020,2,13.9,"134,2","908,7","1,6"
092020,2,16.7,81,"906,9","1,8"
102020,2,18.2,"58,6","905,1","1,8"
112020,2,17.8,"165,4","905,3","1,3"
122020,2,19.8,"155,4","903,7","1,1"
012021,2,20.0,"268,2","904,1",1
022021,2,19.5,"41,4",904,"0,8"
032021,2,19.6,"121,8","904,7","0,6"
042021,2,16.2,"9,4","907,8","0,7"
052021,2,13.3,"119,6","907,2","0,5"
062021,2,11.5,"133,6","908,4","0,6"
072021,2,10.7,"41,8","910,1","0,9"
082021,2,15.1,"17,4","909,3","0,9"
092021,2,16.0,"229,8","906,4","0,9"
102021,2,15.3,"147,6",905,"0,7"
112021,2,,,,
122021,2,21.0,,,
012022,2,21.1,"182,2","903,8","0,3"
022022,2,,,,
032022,2,,,,
042022,2,,,,
052022,2,,,,
062022,2,,,,
072022,2,,,,
082022,2,,,,
092022,2,,,,
102022,2,,,,
112022,2,16.5,"58,4",906,"3,4"
122022,2,19.9,166,903,"3,2"
012023,2,20.4,"141,4","904,1","2,7"
022023,2,19.8,"154,2","904,3","2,6"
032023,2,20.0,"232,4","906,1","2,9"
042023,2,16.3,"92,4",906,"2,9"
052023,2,14.7,"62,6","908,5","2,3"
062023,2,13.0,"148,6","909,1","2,6"
072023,2,13.0,"164,8","908,9","2,8"
082023,2,14.4,"91,4","906,8","2,7"
092023,2,17.3,"216,2","905,4","3,7"
102023,2,16.5,"421,2","903,9","3,2"
112023,2,18.7,"421,6","903,4","3,6"
122023,2,21.1,"184,6","904,5","3,2"
012024,2,20.2,"287,2","904,6",3
022024,2,21.7,"104,4","905,9","2,9"
032024,2,20.6,92,906,"2,5"
042024,2,19.1,"106,8","906,1","2,9"
052024,2,15.6,"294,8","906,3",3
062024,2,15.2,"130,4","907,6","2,8"
072024,2,12.7,"189,4","910,5","2,5"
082024,2,14.2,"38,6","908,8","3,1"
092024,2,17.8,"152,6","906,4","3,3"
102024,2,17.5,"130,4","905,7","3,5"
112024,2,18.9,"162,2","904,3","3,4"
122024,2,19.0,196,903,"3,5"
012014,2,21.1,111,"908,9","1,8"
022014,2,20.8,"103,8",909,"1,9"
032014,2,18.6,"55,4","909,1","1,8"
042014,2,17.1,"113,4","910,8","1,7"
052014,2,13.7,"47,8","910,8","1,6"
062014,2,13.4,,911,"1,9"
072014,2,12.3,,914,"1,9"
082014,2,14.3,,"912,3","1,8"
092014,2,16.1,,"909,8",2
102014,2,18.5,,"910,4","2,1"
112014,2,18.9,124,"907,9","1,9"
122014,2,20.1,258,"907,6","1,9"
012015,2,20.8,"73,4","909,4","1,6"
022015,2,19.9,"51,6","908,3","1,4"
032015,2,19.4,,"909,2","1,4"
042015,2,17.0,13,"910,5","1,5"
052015,2,14.4,,"911,7","1,4"
062015,2,13.0,,"913,3","1,6"
072015,2,12.9,,"911,4","1,5"
082015,2,16.0,,"911,8","1,7"
092015,2,17.1,,908,"1,8"
102015,2,17.8,,"909,1","1,7"
112015,2,18.3,,,
122015,2,20.7,"157,4","907,5","0,6"
012016,2,21.4,"36,6","907,5","0,3"
022016,2,21.5,,"908,5","0,2"
032016,2,18.8,,"909,9","0,3"
