Data,TemperaturaMedia C,Cidade,"PRECIPITACAO TOTAL, MENSAL (AUT)(mm)","PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB)","VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s)",Estado
112018,20.1,bento goncalves,"186,2","942,4",3,3.0
122018,21.2,bento goncalves,"139,6","942,3","2,6",3.0
12019,23.5,bento goncalves,"131,4",943,"2,8",3.0
22019,21.1,bento goncalves,"72,8","942,5","2,6",3.0
32019,19.8,bento goncalves,"82,6","944,7","2,6",3.0
42019,18.9,bento goncalves,161,"943,9","2,3",3.0
52019,,bento goncalves,,,,3.0
62019,16.2,bento goncalves,"35,8","947,2","3,1",3.0
72019,12.2,bento goncalves,"77,4","947,4","2,8",3.0
82019,13.5,bento goncalves,"90,8","949,3","3,2",3.0
92019,15.4,bento goncalves,79,"945,4",3,3.0
102019,18.5,bento goncalves,"258,4","943,7",3,3.0
112019,19.9,bento goncalves,"157,6",942,"2,9",3.0
122019,22.3,bento goncalves,"33,4","941,4","2,9",3.0
12020,22.1,bento goncalves,"148,8","941,2","2,7",3.0
22020,21.5,bento goncalves,"68,4","943,3","2,9",3.0
32020,22.1,bento goncalves,33,"944,5","2,9",3.0
42020,18.5,bento goncalves,,"946,4","2,9",3.0
52020,14.8,bento goncalves,"134,6","945,6","2,8",3.0
62020,14.8,bento goncalves,"198,2",945,"3,4",3.0
72020,11.3,bento goncalves,"360,6","945,8",3,3.0
82020,14.7,bento goncalves,"111,8",947,"2,8",3.0
92020,16.2,bento goncalves,"134,4","944,9","2,8",3.0
102020,18.1,bento goncalves,50,"943,2","2,9",3.0
112020,19.3,bento goncalves,39,"943,6","2,9",3.0
122020,21.1,bento goncalves,125,"941,4","2,9",3.0
12021,21.9,bento goncalves,"180,8","941,5","2,9",3.0
22021,20.9,bento goncalves,"109,8","941,9","2,5",3.0
32021,20.5,bento goncalves,"148,6","942,6","2,2",3.0
42021,18.3,bento goncalves,"6,8","946,3","2,7",3.0
52021,13.1,bento goncalves,198,"945,9","2,6",3.0
62021,12.1,bento goncalves,"167,2","947,1","2,7",3.0
72021,12.2,bento goncalves,"35,4","948,6","2,9",3.0
82021,15.2,bento goncalves,"117,2","947,4",3,3.0
92021,16.4,bento goncalves,"157,4","944,3","2,8",3.0
102021,17.2,bento goncalves,"105,8","943,8",3,3.0
112021,19.6,bento goncalves,"40,2","941,6","2,9",3.0
122021,21.5,bento goncalves,"31,2","941,4","2,9",3.0
12022,23.9,bento goncalves,"81,6","941,1","3,1",3.0
22022,22.4,bento goncalves,"100,2","941,7","2,6",3.0
32022,19.9,bento goncalves,"177,8","942,9","2,7",3.0
42022,17.3,bento goncalves,154,"944,4","2,7",3.0
52022,12.8,bento goncalves,295,"945,5","2,5",3.0
62022,11.0,bento goncalves,203,946,"2,5",3.0
72022,15.7,bento goncalves,"147,8","944,9","3,2",3.0
82022,13.3,bento goncalves,"105,4","947,2",3,3.0
92022,13.9,bento goncalves,"55,6","945,9",3,3.0
102022,16.4,bento goncalves,98,"943,3","2,7",3.0
112022,18.2,bento goncalves,"78,2","944,9","2,9",3.0
122022,21.6,bento goncalves,"137,6","940,8","2,7",3.0
12023,23.2,bento goncalves,"86,8","941,5","2,8",3.0
22023,21.5,bento goncalves,"138,4",942,"2,5",3.0
32023,22.3,bento goncalves,"89,4","943,5","2,7",3.0
42023,17.5,bento goncalves,"62,2","944,3","2,5",3.0
52023,15.8,bento goncalves,,,,3.0
62023,14.1,bento goncalves,,"947,5","2,7",3.0
72023,13.5,bento goncalves,"163,8","947,2",,3.0
82023,15.4,bento goncalves,"65,8","944,9",3,3.0
92023,17.0,bento goncalves,427,"942,8","3,3",3.0
102023,16.8,bento goncalves,232,"942,2","2,8",3.0
112023,19.5,bento goncalves,"275,8","940,9","2,9",3.0
122023,22.0,bento goncalves,"125,6","941,9","2,7",3.0
12024,21.3,bento goncalves,"180,8","942,5","2,7",3.0
22024,23.2,bento goncalves,"149,2","943,4","2,7",3.0
32024,21.7,bento goncalves,"72,6","943,6","2,5",3.0
42024,19.5,bento goncalves,"330,2","943,6","2,7",3.0
52024,14.4,bento goncalves,763,"944,4","2,6",3.0
62024,15.7,bento goncalves,343,"945,2","3,1",3.0
72024,12.2,bento goncalves,"74,2","949,7","2,5",3.0
82024,14.5,bento goncalves,"77,4","946,8","2,7",3.0
92024,17.9,bento goncalves,"121,8","943,8",3,3.0
102024,18.4,bento goncalves,"47,8","943,6","3,1",3.0
112024,20.8,bento goncalves,"49,8","942,1","2,9",3.0
122024,19.5,bento goncalves,147,"940,8","2,8",3.0
12016,23.2,passo fundo,"191,2","934,7","3,4",3.0
22016,22.8,passo fundo,226,"935,7","2,8",3.0
32016,19.9,passo fundo,206,"937,6","3,1",3.0
42016,20.3,passo fundo,"190,8","937,3","3,1",3.0
52016,13.5,passo fundo,75,"940,3","2,7",3.0
62016,9.9,passo fundo,20,"942,5","2,7",3.0
72016,12.6,passo fundo,"198,6","939,7","3,4",3.0
82016,14.3,passo fundo,"187,4","938,9","3,3",3.0
92016,14.7,passo fundo,"71,8","939,7","3,2",3.0
102016,17.4,passo fundo,"361,2","936,3","3,7",3.0
112016,19.8,passo fundo,"78,8","935,9","3,4",3.0
122016,21.8,passo fundo,"153,6","934,5","3,3",3.0
12017,22.1,passo fundo,"211,4","935,5","3,1",3.0
22017,22.4,passo fundo,"172,4","935,4","3,1",3.0
32017,20.6,passo fundo,201,"937,2","3,3",3.0
42017,17.5,passo fundo,"296,8","938,4","3,4",3.0
52017,16.2,passo fundo,"301,4","938,1","3,6",3.0
62017,14.1,passo fundo,,"940,8","3,4",3.0
72017,,passo fundo,,,,3.0
82017,15.1,passo fundo,168,939,"3,8",3.0
92017,20.4,passo fundo,,"939,5","3,8",3.0
102017,,passo fundo,,,,3.0
112017,19.2,passo fundo,"180,4","934,5","3,4",3.0
122017,22.4,passo fundo,"77,2","933,9","3,4",3.0
12018,21.6,passo fundo,"197,8","934,8","3,4",3.0
22018,20.9,passo fundo,"66,4","935,8","3,2",3.0
32018,21.1,passo fundo,"157,2","935,1","2,6",3.0
42018,20.6,passo fundo,"77,6","939,5","2,8",3.0
52018,15.7,passo fundo,"88,2","940,1","2,9",3.0
62018,12.1,passo fundo,"189,2","940,4","2,9",3.0
72018,13.7,passo fundo,"107,4","940,2","3,3",3.0
82018,12.0,passo fundo,"99,8","940,7","3,4",3.0
92018,16.9,passo fundo,"248,4","936,8","3,4",3.0
102018,17.9,passo fundo,322,"936,2","3,7",3.0
112018,20.9,passo fundo,207,"935,5","3,6",3.0
122018,21.7,passo fundo,"100,6","935,7","3,1",3.0
12019,23.2,passo fundo,"90,2","936,5","3,2",3.0
22019,21.1,passo fundo,"189,4","935,8","2,9",3.0
32019,20.0,passo fundo,"116,2","937,8",3,3.0
42019,19.4,passo fundo,"56,2","937,1","2,5",3.0
52019,16.8,passo fundo,"226,4","937,9","2,8",3.0
62019,15.9,passo fundo,"28,8","940,6","3,3",3.0
72019,12.4,passo fundo,"110,6","940,7",3,3.0
82019,13.6,passo fundo,"64,4","942,1","3,8",3.0
92019,16.4,passo fundo,"55,4","938,2","3,8",3.0
102019,19.3,passo fundo,"325,2","936,7","3,7",3.0
112019,21.0,passo fundo,115,"934,9","3,7",3.0
122019,22.6,passo fundo,"45,8","934,8","3,2",3.0
12020,22.1,passo fundo,"220,4","934,5","3,2",3.0
22020,21.4,passo fundo,"78,6","936,5","3,1",3.0
32020,22.3,passo fundo,"17,2","937,6","3,1",3.0
42020,17.5,passo fundo,"37,4","939,4",3,3.0
52020,14.5,passo fundo,"137,4","939,3","3,1",3.0
62020,15.1,passo fundo,,,,3.0
72020,14.2,passo fundo,,,,3.0
82020,15.0,passo fundo,"94,6","940,1","3,5",3.0
92020,17.4,passo fundo,92,"937,8","3,7",3.0
102020,19.6,passo fundo,"43,6",936,"3,6",3.0
112020,20.0,passo fundo,"122,6","936,4","3,6",3.0
122020,21.8,passo fundo,126,"934,5","3,2",3.0
12021,21.5,passo fundo,"207,6","934,8","3,3",3.0
22021,20.6,passo fundo,"71,8","935,3","2,8",3.0
32021,20.8,passo fundo,"170,4","935,9","2,6",3.0
42021,18.4,passo fundo,10,"939,3","3,3",3.0
52021,13.8,passo fundo,"131,8","939,2","2,8",3.0
62021,12.2,passo fundo,"181,6","940,4","3,1",3.0
72021,11.9,passo fundo,"35,8","942,1","3,1",3.0
82021,15.7,passo fundo,"75,8","940,3","3,6",3.0
92021,17.0,passo fundo,"200,6","937,3","3,6",3.0
102021,17.7,passo fundo,172,"936,7","3,4",3.0
112021,20.8,passo fundo,44,"934,7","3,4",3.0
122021,22.8,passo fundo,"33,8","934,1","3,6",3.0
12022,24.1,passo fundo,"70,8","934,4","3,6",3.0
22022,22.7,passo fundo,197,"935,1","2,8",3.0
32022,20.0,passo fundo,"204,8","936,1","3,2",3.0
42022,17.5,passo fundo,"243,4","937,5","3,2",3.0
52022,13.2,passo fundo,"374,2","938,9","2,9",3.0
62022,11.6,passo fundo,"313,4","939,3","2,9",3.0
72022,15.8,passo fundo,"72,8","938,3","3,3",3.0
82022,13.2,passo fundo,121,"940,2","3,4",3.0
92022,13.9,passo fundo,"55,8","938,8","3,6",3.0
102022,16.8,passo fundo,"159,6","936,4","3,2",3.0
112022,18.7,passo fundo,"97,8","937,6","3,7",3.0
122022,22.4,passo fundo,53,"933,9","3,2",3.0
12023,23.0,passo fundo,"149,4","934,9","2,9",3.0
22023,21.4,passo fundo,"85,4","935,5","2,6",3.0
32023,22.1,passo fundo,"122,8","936,9","2,8",3.0
42023,17.9,passo fundo,"70,6","937,4","2,7",3.0
52023,15.7,passo fundo,,"940,2","2,6",3.0
62023,14.0,passo fundo,145,"940,9","3,2",3.0
72023,13.9,passo fundo,"235,2","940,4","3,3",3.0
82023,15.5,passo fundo,"105,8","938,2","3,3",3.0
92023,17.7,passo fundo,"484,6","935,9","3,7",3.0
102023,18.3,passo fundo,,"934,2","3,2",3.0
112023,20.4,passo fundo,"533,2",934,"3,4",3.0
122023,22.6,passo fundo,"197,6","935,2","3,2",3.0
12024,21.8,passo fundo,"220,8","935,5","3,2",3.0
22024,23.0,passo fundo,"299,8","936,5","2,8",3.0
32024,21.5,passo fundo,"189,8","936,9","2,5",3.0
42024,20.5,passo fundo,"246,2","936,8",3,3.0
52024,15.1,passo fundo,"383,6","937,8","3,1",3.0
62024,16.0,passo fundo,"259,6","938,6","3,2",3.0
72024,12.8,passo fundo,"68,6","942,5","2,5",3.0
82024,14.9,passo fundo,"108,6","940,1","2,7",3.0
92024,18.4,passo fundo,"140,6","936,8","3,2",3.0
102024,19.3,passo fundo,,"936,7","3,4",3.0
112024,21.5,passo fundo,"67,8",935,"3,4",3.0
122024,20.5,passo fundo,217,"934,1","3,1",3.0
12016,23.7,camaqua,"71,8","1001,9","0,8",3.0
22016,24.4,camaqua,"46,8","1001,8","0,7",3.0
32016,20.9,camaqua,"447,6",1005,"0,8",3.0
42016,20.9,camaqua,"173,2","1003,7","0,5",3.0
52016,13.9,camaqua,"69,8","1009,4","0,4",3.0
62016,11.2,camaqua,,"1011,4","0,3",3.0
72016,13.5,camaqua,77,"1007,3","0,5",3.0
82016,14.9,camaqua,"128,8","1006,7","0,5",3.0
92016,14.7,camaqua,"119,4","1008,1","0,9",3.0
102016,17.7,camaqua,"190,6","1004,5","0,8",3.0
112016,19.3,camaqua,"133,6","1003,6","0,7",3.0
122016,22.8,camaqua,"153,6","1000,9","0,7",3.0
12017,23.6,camaqua,"93,8","1001,8","0,5",3.0
22017,24.4,camaqua,176,"1000,9","0,3",3.0
32017,21.4,camaqua,"221,2","1004,7","0,4",3.0
42017,18.8,camaqua,"76,2","1005,9","0,4",3.0
52017,17.0,camaqua,"261,2","1006,4","0,3",3.0
62017,15.2,camaqua,76,"1006,8","0,4",3.0
72017,16.6,camaqua,,"1011,8","0,2",3.0
82017,16.0,camaqua,"108,2",1007,"0,4",3.0
92017,19.2,camaqua,,,,3.0
102017,,camaqua,,,,3.0
112017,19.0,camaqua,"138,4","1002,2","0,5",3.0
122017,22.5,camaqua,"57,8","1001,1","0,5",3.0
12018,23.6,camaqua,"73,6","1001,2","0,5",3.0
22018,22.3,camaqua,"172,8","1003,1","0,4",3.0
32018,21.2,camaqua,"131,4","1001,9","0,3",3.0
42018,21.7,camaqua,"204,8","1006,2","0,1",3.0
52018,16.7,camaqua,"151,4","1007,6","0,1",3.0
62018,13.0,camaqua,,"1007,6","0,2",3.0
72018,13.2,camaqua,"209,6","1008,7","0,2",3.0
82018,13.1,camaqua,"136,4","1009,1","0,3",3.0
92018,17.6,camaqua,294,"1005,3","0,3",3.0
102018,18.1,camaqua,85,"1004,9","0,3",3.0
112018,21.1,camaqua,"102,8","1002,9","0,3",3.0
122018,22.1,camaqua,"78,6","1002,2","0,3",3.0
12019,24.8,camaqua,"128,6","1002,1","0,3",3.0
22019,23.0,camaqua,"81,4","1002,6","0,1",3.0
32019,21.4,camaqua,"81,2",1005,"0,2",3.0
42019,20.0,camaqua,"78,6","1004,5","0,1",3.0
52019,17.5,camaqua,"275,4",1006,"0,1",3.0
62019,16.9,camaqua,41,"1007,3","0,1",3.0
72019,12.2,camaqua,183,1009,"0,1",3.0
82019,13.9,camaqua,"154,2","1010,9","0,7",3.0
92019,15.4,camaqua,"109,4","1007,3","1,3",3.0
102019,19.3,camaqua,,,,3.0
112019,21.3,camaqua,,,,3.0
122019,23.0,camaqua,"60,6","1001,2","1,4",3.0
12020,23.4,camaqua,163,"1001,2","1,3",3.0
22020,23.0,camaqua,44,"1003,5","1,4",3.0
32020,23.0,camaqua,"44,8","1004,9","1,1",3.0
42020,18.9,camaqua,"48,2","1006,5","1,2",3.0
52020,15.6,camaqua,"117,6","1005,9","0,9",3.0
62020,15.4,camaqua,,"1005,3","0,8",3.0
72020,14.0,camaqua,,"1005,9","0,9",3.0
82020,14.9,camaqua,"80,4","1008,1","0,9",3.0
92020,15.2,camaqua,"246,8","1006,8","1,4",3.0
102020,17.5,camaqua,"131,2","1004,7","1,6",3.0
112020,20.1,camaqua,"31,4",1005,"1,4",3.0
122020,22.3,camaqua,94,"1001,8","1,4",3.0
12021,23.8,camaqua,104,"1001,2","1,4",3.0
22021,22.5,camaqua,"70,6","1001,7","1,1",3.0
32021,21.9,camaqua,"111,2","1002,7","1,1",3.0
42021,19.8,camaqua,"13,6","1007,1",1,3.0
52021,13.9,camaqua,"95,2","1006,9","1,1",3.0
62021,13.1,camaqua,,"1008,8","1,1",3.0
72021,12.2,camaqua,"7,4","1009,9","0,8",3.0
82021,14.8,camaqua,,"1009,9",,3.0
92021,,camaqua,,,,3.0
102021,,camaqua,,,,3.0
112021,,camaqua,,,,3.0
122021,21.7,camaqua,,"1002,1","1,2",3.0
12022,24.4,camaqua,175,"1000,8","1,1",3.0
22022,22.9,camaqua,"119,8","1001,4","0,6",3.0
32022,20.8,camaqua,106,1003,"0,6",3.0
42022,18.2,camaqua,"81,2","1004,9","0,4",3.0
52022,14.1,camaqua,,"1007,4","0,4",3.0
62022,10.7,camaqua,,,,3.0
72022,14.5,camaqua,,"1006,3","0,4",3.0
82022,13.3,camaqua,90,"1009,8","0,6",3.0
92022,14.5,camaqua,,"1008,1","0,7",3.0
102022,17.3,camaqua,"112,6","1004,8","0,8",3.0
112022,20.3,camaqua,,"1005,6","0,8",3.0
122022,22.7,camaqua,,"1001,2","0,9",3.0
12023,24.4,camaqua,,"1001,5","0,6",3.0
22023,,camaqua,,,,3.0
32023,23.9,camaqua,,"1003,5",,3.0
42023,18.6,camaqua,"59,2","1005,1","0,4",3.0
52023,16.7,camaqua,"176,4","1007,5","0,4",3.0
62023,14.5,camaqua,144,"1008,5","0,4",3.0
72023,13.8,camaqua,"238,2","1008,7","0,6",3.0
82023,14.6,camaqua,"93,8",1006,"0,8",3.0
92023,16.4,camaqua,"383,4","1004,1",1,3.0
102023,17.1,camaqua,"90,6","1003,7","0,8",3.0
112023,19.8,camaqua,"200,2","1001,3","0,9",3.0
122023,22.5,camaqua,135,1002,"0,9",3.0
12024,22.8,camaqua,"125,8","1003,1",1,3.0
22024,24.3,camaqua,"97,6","1003,6","0,6",3.0
32024,22.5,camaqua,"40,4","1003,5","0,5",3.0
42024,19.9,camaqua,"289,8","1003,8","0,7",3.0
52024,,camaqua,,,,3.0
62024,16.1,camaqua,,"1004,4","0,4",3.0
72024,11.8,camaqua,"95,8","1012,4","0,3",3.0
82024,13.8,camaqua,"144,4","1008,2","0,5",3.0
92024,16.9,camaqua,"325,6","1004,8","0,7",3.0
102024,19.2,camaqua,"128,8","1004,8","0,8",3.0
112024,21.3,camaqua,"73,6","1002,8","0,7",3.0
122024,20.9,camaqua,"146,2","1001,3","0,8",3.0
12016,23.0,soledade,"76,2","937,1","4,2",3.0
22016,22.6,soledade,"221,6","937,9","3,5",3.0
32016,19.4,soledade,297,"939,9",4,3.0
42016,20.0,soledade,188,"939,4","4,2",3.0
52016,12.6,soledade,53,"942,6","3,9",3.0
62016,10.7,soledade,"15,6","944,4","3,3",3.0
72016,13.1,soledade,"188,4","941,8","4,4",3.0
82016,14.5,soledade,"96,8","941,1","4,1",3.0
92016,14.1,soledade,"76,2",942,"4,3",3.0
102016,17.0,soledade,317,"938,6","4,8",3.0
112016,18.8,soledade,"109,8","938,3","4,2",3.0
122016,21.0,soledade,,,,3.0
12017,,soledade,,,,3.0
22017,,soledade,,,,3.0
32017,,soledade,,,,3.0
42017,17.3,soledade,"197,8","940,7","4,4",3.0
52017,15.8,soledade,314,"940,5","4,7",3.0
62017,14.0,soledade,184,942,"4,7",3.0
72017,14.6,soledade,"31,8","946,6","4,5",3.0
82017,15.0,soledade,"180,8","941,2","4,8",3.0
92017,19.1,soledade,"111,8","941,7","4,9",3.0
102017,17.5,soledade,"244,2","937,5","4,8",3.0
112017,,soledade,,,,3.0
122017,21.8,soledade,"87,2","936,3","4,4",3.0
12018,21.3,soledade,"245,8","937,1","4,2",3.0
22018,20.6,soledade,149,"938,1","3,7",3.0
32018,20.2,soledade,"155,6","937,4","3,6",3.0
42018,20.6,soledade,"122,4","941,7","3,7",3.0
52018,15.9,soledade,"113,8","942,2",4,3.0
62018,11.8,soledade,185,"942,5","3,9",3.0
72018,13.1,soledade,162,"942,3","4,7",3.0
82018,12.0,soledade,121,"942,9","4,5",3.0
92018,16.7,soledade,"217,6","939,1","4,5",3.0
102018,17.2,soledade,266,"938,6",5,3.0
112018,20.4,soledade,"250,4","937,8","4,7",3.0
122018,21.2,soledade,"202,6","937,9","4,2",3.0
12019,23.2,soledade,"140,2","938,6","4,3",3.0
22019,21.1,soledade,"114,6","938,1",4,3.0
32019,19.5,soledade,136,"940,2","4,1",3.0
42019,19.2,soledade,"110,8","939,4","3,7",3.0
52019,16.3,soledade,"195,2","940,2","4,2",3.0
62019,16.5,soledade,"24,4","942,6","4,5",3.0
72019,12.2,soledade,"111,2","942,9","3,9",3.0
82019,13.3,soledade,"75,2","944,4","4,8",3.0
92019,15.5,soledade,"79,4","940,5","4,8",3.0
102019,18.7,soledade,318,939,5,3.0
112019,20.4,soledade,"230,6","937,3","4,9",3.0
122019,22.3,soledade,"71,2","937,1","4,3",3.0
12020,22.1,soledade,"125,4","936,8","4,2",3.0
22020,21.3,soledade,"27,2","938,9","4,2",3.0
32020,22.4,soledade,31,940,4,3.0
42020,17.4,soledade,"44,2","941,7","4,2",3.0
52020,14.8,soledade,"174,8","941,4","4,2",3.0
62020,14.5,soledade,"232,4","940,4",5,3.0
72020,11.4,soledade,,,,3.0
82020,15.3,soledade,,"943,1","4,2",3.0
92020,,soledade,,,,3.0
102020,,soledade,,,,3.0
112020,,soledade,,,,3.0
122020,,soledade,,,,3.0
12021,,soledade,,,,3.0
22021,20.2,soledade,,"937,7","3,6",3.0
32021,20.2,soledade,"140,8","938,3","3,3",3.0
42021,18.1,soledade,7,"941,7","4,3",3.0
52021,13.5,soledade,"226,4","941,4","3,8",3.0
62021,12.1,soledade,"181,8","942,6","4,3",3.0
72021,12.5,soledade,25,"944,2","3,9",3.0
82021,15.3,soledade,"136,6","942,6","4,5",3.0
92021,16.3,soledade,"133,8","939,6","4,6",3.0
102021,17.3,soledade,"151,6","939,1","4,2",3.0
112021,20.1,soledade,"30,2","937,1","4,6",3.0
122021,22.0,soledade,"11,4","936,7","4,2",3.0
12022,24.2,soledade,91,"936,6","4,2",3.0
22022,22.3,soledade,"110,2","937,3","2,2",3.0
32022,19.6,soledade,236,"938,5","2,6",3.0
42022,17.2,soledade,"214,8","939,8","2,7",3.0
52022,12.9,soledade,"297,8","941,1","2,6",3.0
62022,11.3,soledade,"233,8","941,5","2,7",3.0
72022,16.2,soledade,"63,4","940,3","3,8",3.0
82022,13.3,soledade,"107,2","942,5","3,3",3.0
92022,13.7,soledade,71,"941,2","2,9",3.0
102022,16.2,soledade,107,"938,7",3,3.0
112022,18.3,soledade,"51,4","940,2","3,9",3.0
122022,22.0,soledade,89,"936,3","3,1",3.0
12023,23.4,soledade,56,"937,1","2,6",3.0
22023,21.6,soledade,"76,8","937,7","1,8",3.0
32023,22.4,soledade,"48,8","939,1","2,2",3.0
42023,17.6,soledade,"45,8","939,7","2,7",3.0
52023,16.1,soledade,"275,2","942,2","1,9",3.0
62023,14.1,soledade,"152,6",943,"2,8",3.0
72023,13.8,soledade,174,"942,5","3,6",3.0
82023,15.6,soledade,"73,4","940,3","3,3",3.0
92023,17.1,soledade,"440,6","938,1","4,3",3.0
102023,16.8,soledade,323,"937,5","3,9",3.0
112023,19.8,soledade,"469,2","936,2",4,3.0
122023,22.1,soledade,157,"937,5","3,6",3.0
12024,21.3,soledade,120,"937,9","3,7",3.0
22024,23.0,soledade,142,"938,9","3,2",3.0
32024,21.3,soledade,"121,6","939,2","2,6",3.0
42024,19.8,soledade,281,939,"3,8",3.0
52024,14.4,soledade,"773,8","939,9","3,5",3.0
62024,15.9,soledade,"265,6","940,6",4,3.0
72024,12.3,soledade,"57,6","944,9","3,5",3.0
82024,14.7,soledade,"77,4","942,2","3,4",3.0
92024,18.0,soledade,"138,2","939,2","3,9",3.0
102024,18.5,soledade,"119,2","938,9","4,3",3.0
112024,21.0,soledade,"43,8","937,4","4,1",3.0
122024,19.8,soledade,"116,2","936,4",4,3.0
12016,23.6,jaguarao,104,"1009,2","2,8",3.0
22016,24.1,jaguarao,"90,4","1008,7","2,4",3.0
32016,20.5,jaguarao,"161,6","1012,8","2,5",3.0
42016,19.0,jaguarao,"417,6","1010,8","2,7",3.0
52016,13.1,jaguarao,72,"1017,1","2,6",3.0
62016,10.0,jaguarao,"42,4","1018,7","2,2",3.0
72016,11.8,jaguarao,87,"1014,4","2,4",3.0
82016,13.5,jaguarao,"113,8","1014,3","2,2",3.0
92016,13.6,jaguarao,"117,8","1015,6","3,4",3.0
102016,16.9,jaguarao,"149,2",1012,"3,7",3.0
112016,19.5,jaguarao,"58,2","1010,7","2,8",3.0
122016,,jaguarao,,,,3.0
12017,,jaguarao,,,,3.0
22017,,jaguarao,,,,3.0
32017,,jaguarao,,,,3.0
42017,18.6,jaguarao,"138,8","1012,7",3,3.0
52017,16.2,jaguarao,"162,4","1013,6","2,5",3.0
62017,14.2,jaguarao,"116,6","1013,6","2,4",3.0
72017,14.6,jaguarao,"39,2","1018,5","2,4",3.0
82017,14.9,jaguarao,,"1013,9",3,3.0
92017,17.2,jaguarao,"104,8","1014,9","2,9",3.0
102017,17.6,jaguarao,"162,6","1009,8","3,3",3.0
112017,19.0,jaguarao,,"1008,9",3,3.0
122017,23.2,jaguarao,,"1007,8","3,1",3.0
12018,23.5,jaguarao,"123,8","1008,2",3,3.0
22018,22.3,jaguarao,"8,8","1010,5","2,6",3.0
32018,20.5,jaguarao,"88,2","1009,1","2,5",3.0
42018,21.7,jaguarao,"102,6","1013,1","2,1",3.0
52018,16.0,jaguarao,"76,6","1014,5","2,2",3.0
62018,10.9,jaguarao,"59,6","1015,3","2,6",3.0
72018,11.8,jaguarao,"271,2",1016,"2,9",3.0
82018,12.1,jaguarao,"183,8","1016,4","2,8",3.0
92018,16.8,jaguarao,203,1013,"3,1",3.0
102018,17.0,jaguarao,"100,4","1012,8","2,6",3.0
112018,20.9,jaguarao,"47,4",1010,"3,3",3.0
122018,21.5,jaguarao,"113,6","1009,2","3,4",3.0
12019,23.8,jaguarao,300,1009,"2,7",3.0
22019,22.6,jaguarao,"53,2","1009,9","2,2",3.0
32019,21.0,jaguarao,"26,8","1012,3","2,7",3.0
42019,19.3,jaguarao,90,1012,"2,2",3.0
52019,16.4,jaguarao,38,"1013,6","1,9",3.0
62019,15.3,jaguarao,"155,6","1013,7","2,2",3.0
72019,11.2,jaguarao,"160,2",1016,"2,2",3.0
82019,11.8,jaguarao,190,"1018,2","2,7",3.0
92019,13.8,jaguarao,"120,6","1014,9","2,6",3.0
102019,17.8,jaguarao,359,1012,"3,1",3.0
112019,20.9,jaguarao,"71,2","1010,1","2,6",3.0
122019,22.6,jaguarao,"84,8","1008,1","2,6",3.0
12020,23.2,jaguarao,"58,4","1008,4","2,5",3.0
22020,22.7,jaguarao,"86,8","1010,6","2,8",3.0
32020,22.5,jaguarao,"40,2","1012,2","2,5",3.0
42020,18.5,jaguarao,"80,8","1013,7","3,1",3.0
52020,15.0,jaguarao,"163,4","1012,9","2,6",3.0
62020,13.4,jaguarao,"139,2","1012,5","2,2",3.0
72020,11.5,jaguarao,"62,6","1014,1","2,3",3.0
82020,13.4,jaguarao,"63,6","1015,5","2,2",3.0
92020,13.8,jaguarao,"163,4","1014,3","2,5",3.0
102020,16.8,jaguarao,"67,8","1012,5","2,9",3.0
112020,19.3,jaguarao,"39,6","1012,8","2,4",3.0
122020,22.5,jaguarao,,"1008,2","2,7",3.0
12021,23.4,jaguarao,"173,2","1008,3","2,3",3.0
22021,22.2,jaguarao,"302,2",1009,"1,5",3.0
32021,21.6,jaguarao,"128,6","1010,2","0,7",3.0
42021,19.3,jaguarao,"112,6","1014,5","1,1",3.0
52021,12.8,jaguarao,"41,8","1013,8","0,8",3.0
62021,13.1,jaguarao,,"1015,8","0,6",3.0
72021,,jaguarao,,,,3.0
82021,,jaguarao,,,,3.0
92021,15.8,jaguarao,"230,8",1013,"0,9",3.0
102021,17.3,jaguarao,"66,8","1012,8","0,6",3.0
112021,20.5,jaguarao,"30,2","1009,5","0,9",3.0
122021,22.0,jaguarao,"44,8","1010,4","0,6",3.0
12022,24.7,jaguarao,144,"1007,9","0,5",3.0
22022,22.6,jaguarao,85,"1008,4","0,3",3.0
32022,20.3,jaguarao,"57,8",1010,"0,5",3.0
42022,17.6,jaguarao,95,"1012,3","0,2",3.0
52022,13.4,jaguarao,41,"1014,6","0,4",3.0
62022,10.1,jaguarao,"84,6","1015,6","0,3",3.0
72022,13.1,jaguarao,"283,4","1012,2","0,5",3.0
82022,12.4,jaguarao,"91,8",1017,"0,2",3.0
92022,13.7,jaguarao,"78,2","1015,8","0,4",3.0
102022,16.4,jaguarao,"55,2","1012,3","0,7",3.0
112022,20.2,jaguarao,"58,4","1013,4","0,7",3.0
122022,22.7,jaguarao,"11,8","1008,7","0,6",3.0
12023,24.3,jaguarao,"38,4","1008,7","0,6",3.0
22023,23.1,jaguarao,"91,6","1008,6","0,4",3.0
32023,23.9,jaguarao,,"1010,1","0,2",3.0
42023,18.2,jaguarao,,"1012,5","0,1",3.0
52023,16.3,jaguarao,127,"1014,7","0,1",3.0
62023,12.7,jaguarao,,,,3.0
72023,12.7,jaguarao,31,"1016,3","0,1",3.0
82023,13.3,jaguarao,"3,6","1013,3","1,2",3.0
92023,14.8,jaguarao,"389,6","1011,8","3,2",3.0
102023,16.7,jaguarao,"71,2","1011,3","3,2",3.0
