Data,Produto,Estado,Área Colhida (ha),Área Plantada (ha),Produção (t),Rendimento Médio (kg/ha),Temperatura Media,Precipitacao Total,Pressao Atmosferica Media,Vento Velocidade Media
112017,4,3,,,,,17.2,59.0,960.5,4.7
112017,5,3,830216.0,831221.0,6062550.0,7302.0,17.2,59.0,960.5,4.7
112017,6,3,,,,,17.2,59.0,960.5,4.7
112017,7,3,5537028.0,5541860.0,18744181.0,3385.0,17.2,59.0,960.5,4.7
112017,8,3,686405.0,686405.0,2087225.0,3041.0,17.2,59.0,960.5,4.7
112017,9,3,189371.0,189373.0,414496.0,2189.0,17.2,59.0,960.5,4.7
122017,1,3,1102017.0,1104732.0,8732042.0,7924.0,20.8,63.4,959.8,4.9
122017,2,3,42416.0,42426.0,74770.0,1763.0,20.8,63.4,959.8,4.9
122017,3,3,23337.0,25926.0,24051.0,1031.0,20.8,63.4,959.8,4.9
122017,4,3,,,,,20.8,63.4,959.8,4.9
122017,5,3,830216.0,831221.0,6062550.0,7302.0,20.8,63.4,959.8,4.9
122017,6,3,,,,,20.8,63.4,959.8,4.9
122017,7,3,5537028.0,5541860.0,18744181.0,3385.0,20.8,63.4,959.8,4.9
122017,8,3,691553.0,691553.0,1226474.0,1774.0,20.8,63.4,959.8,4.9
122017,9,3,189371.0,189373.0,414496.0,2189.0,20.8,63.4,959.8,4.9
12018,1,3,1077304.0,1077304.0,8319362.0,7722.0,21.8,82.6,960.1,4.7
12018,2,3,40246.0,40246.0,68642.0,1706.0,21.8,82.6,960.1,4.7
12018,3,3,17845.0,17845.0,28050.0,1572.0,21.8,82.6,960.1,4.7
12018,4,3,,,,,21.8,82.6,960.1,4.7
12018,5,3,713219.0,713419.0,4881505.0,6844.0,21.8,82.6,960.1,4.7
12018,6,3,,,,,21.8,82.6,960.1,4.7
12018,7,3,5674433.0,5674433.0,17815951.0,3140.0,21.8,82.6,960.1,4.7
12018,8,3,691553.0,691553.0,1505511.0,2177.0,21.8,82.6,960.1,4.7
12018,9,3,185534.0,185638.0,388123.0,2092.0,21.8,82.6,960.1,4.7
22018,1,3,1077304.0,1077304.0,8319362.0,7722.0,20.7,118.2,961.8,4.5
22018,2,3,40246.0,40246.0,68642.0,1706.0,20.7,118.2,961.8,4.5
22018,3,3,17845.0,17845.0,28050.0,1572.0,20.7,118.2,961.8,4.5
22018,4,3,,,,,20.7,118.2,961.8,4.5
22018,5,3,713219.0,713419.0,4881505.0,6844.0,20.7,118.2,961.8,4.5
22018,6,3,,,,,20.7,118.2,961.8,4.5
22018,7,3,5674433.0,5674433.0,17815951.0,3140.0,20.7,118.2,961.8,4.5
22018,8,3,691553.0,691553.0,1505511.0,2177.0,20.7,118.2,961.8,4.5
22018,9,3,185534.0,185638.0,388123.0,2092.0,20.7,118.2,961.8,4.5
32018,1,3,1077304.0,1077304.0,8319362.0,7722.0,19.3,163.8,960.6,4.1
32018,2,3,40246.0,40246.0,68642.0,1706.0,19.3,163.8,960.6,4.1
32018,3,3,17845.0,17845.0,28050.0,1572.0,19.3,163.8,960.6,4.1
32018,4,3,,,,,19.3,163.8,960.6,4.1
32018,5,3,713219.0,713419.0,4881505.0,6844.0,19.3,163.8,960.6,4.1
32018,6,3,,,,,19.3,163.8,960.6,4.1
32018,7,3,5674433.0,5674433.0,17815951.0,3140.0,19.3,163.8,960.6,4.1
32018,8,3,691553.0,691553.0,1505511.0,2177.0,19.3,163.8,960.6,4.1
32018,9,3,185534.0,185638.0,388123.0,2092.0,19.3,163.8,960.6,4.1
42018,1,3,1065348.0,1065617.0,8131261.0,7632.0,20.2,94.4,964.7,4.0
42018,2,3,39905.0,40184.0,65810.0,1649.0,20.2,94.4,964.7,4.0
42018,3,3,18514.0,18514.0,30047.0,1623.0,20.2,94.4,964.7,4.0
42018,4,3,,,,,20.2,94.4,964.7,4.0
42018,5,3,693247.0,701357.0,4528427.0,6532.0,20.2,94.4,964.7,4.0
42018,6,3,,,,,20.2,94.4,964.7,4.0
42018,7,3,5621443.0,5679427.0,17387080.0,3093.0,20.2,94.4,964.7,4.0
42018,8,3,691553.0,691553.0,1557339.0,2252.0,20.2,94.4,964.7,4.0
42018,9,3,185163.0,185517.0,368322.0,1989.0,20.2,94.4,964.7,4.0
52018,1,3,1065348.0,1065617.0,8131261.0,7632.0,15.1,54.6,965.3,4.0
52018,2,3,39905.0,40184.0,65810.0,1649.0,15.1,54.6,965.3,4.0
52018,3,3,18514.0,18514.0,30047.0,1623.0,15.1,54.6,965.3,4.0
52018,4,3,,,,,15.1,54.6,965.3,4.0
52018,5,3,693247.0,701357.0,4528427.0,6532.0,15.1,54.6,965.3,4.0
52018,6,3,,,,,15.1,54.6,965.3,4.0
52018,7,3,5621443.0,5679427.0,17387080.0,3093.0,15.1,54.6,965.3,4.0
52018,8,3,691553.0,691553.0,1557339.0,2252.0,15.1,54.6,965.3,4.0
52018,9,3,185163.0,185517.0,368322.0,1989.0,15.1,54.6,965.3,4.0
62018,1,3,1065348.0,1065617.0,8131261.0,7632.0,10.4,77.2,965.3,4.3
62018,2,3,39905.0,40184.0,65810.0,1649.0,10.4,77.2,965.3,4.3
62018,3,3,18514.0,18514.0,30047.0,1623.0,10.4,77.2,965.3,4.3
62018,4,3,,,,,10.4,77.2,965.3,4.3
62018,5,3,693247.0,701357.0,4528427.0,6532.0,10.4,77.2,965.3,4.3
62018,6,3,,,,,10.4,77.2,965.3,4.3
62018,7,3,5621443.0,5679427.0,17387080.0,3093.0,10.4,77.2,965.3,4.3
62018,8,3,691553.0,691553.0,1557346.0,2252.0,10.4,77.2,965.3,4.3
62018,9,3,185163.0,185517.0,368322.0,1989.0,10.4,77.2,965.3,4.3
72018,1,3,1065348.0,1065617.0,8131261.0,7632.0,10.7,241.0,965.7,5.1
72018,2,3,39905.0,40184.0,65810.0,1649.0,10.7,241.0,965.7,5.1
72018,3,3,18514.0,18514.0,30047.0,1623.0,10.7,241.0,965.7,5.1
72018,4,3,,,,,10.7,241.0,965.7,5.1
72018,5,3,693247.0,701357.0,4528427.0,6532.0,10.7,241.0,965.7,5.1
72018,6,3,,,,,10.7,241.0,965.7,5.1
72018,7,3,5621443.0,5679427.0,17387080.0,3093.0,10.7,241.0,965.7,5.1
72018,8,3,691553.0,691553.0,1557346.0,2252.0,10.7,241.0,965.7,5.1
72018,9,3,185163.0,185517.0,368322.0,1989.0,10.7,241.0,965.7,5.1
82018,1,3,1067621.0,1068351.0,8396053.0,7864.0,11.0,127.8,966.2,4.6
82018,2,3,39544.0,39823.0,64376.0,1628.0,11.0,127.8,966.2,4.6
82018,3,3,19543.0,19543.0,30565.0,1564.0,11.0,127.8,966.2,4.6
82018,4,3,,,,,11.0,127.8,966.2,4.6
82018,5,3,690177.0,699385.0,4514545.0,6541.0,11.0,127.8,966.2,4.6
82018,6,3,,,,,11.0,127.8,966.2,4.6
82018,7,3,5651995.0,5758133.0,17546405.0,3104.0,11.0,127.8,966.2,4.6
82018,8,3,676200.0,676200.0,2002061.0,2961.0,11.0,127.8,966.2,4.6
82018,9,3,180845.0,181199.0,358731.0,1984.0,11.0,127.8,966.2,4.6
92018,1,3,1067621.0,1068351.0,8396053.0,7864.0,15.4,285.8,963.3,5.2
92018,2,3,39544.0,39823.0,64376.0,1628.0,15.4,285.8,963.3,5.2
92018,3,3,19543.0,19543.0,30565.0,1564.0,15.4,285.8,963.3,5.2
92018,4,3,,,,,15.4,285.8,963.3,5.2
92018,5,3,695177.0,704385.0,4552915.0,6549.0,15.4,285.8,963.3,5.2
92018,6,3,,,,,15.4,285.8,963.3,5.2
92018,7,3,5651995.0,5758133.0,17538725.0,3103.0,15.4,285.8,963.3,5.2
92018,8,3,690370.0,690370.0,2072504.0,3002.0,15.4,285.8,963.3,5.2
92018,9,3,180845.0,181199.0,358731.0,1984.0,15.4,285.8,963.3,5.2
102018,1,3,1068331.0,1069061.0,8406616.0,7869.0,15.8,140.4,963.0,4.8
102018,2,3,39519.0,39798.0,64321.0,1628.0,15.8,140.4,963.0,4.8
102018,3,3,19543.0,19543.0,30565.0,1564.0,15.8,140.4,963.0,4.8
102018,4,3,,,,,15.8,140.4,963.0,4.8
102018,5,3,696877.0,706085.0,4565665.0,6552.0,15.8,140.4,963.0,4.8
102018,6,3,,,,,15.8,140.4,963.0,4.8
102018,7,3,5651050.0,5709034.0,17538575.0,3104.0,15.8,140.4,963.0,4.8
102018,8,3,705906.0,705906.0,2105498.0,2983.0,15.8,140.4,963.0,4.8
102018,9,3,180845.0,181199.0,358731.0,1984.0,15.8,140.4,963.0,4.8
112018,1,3,1068331.0,1069061.0,8406616.0,7869.0,19.4,84.6,961.3,4.9
112018,2,3,39519.0,39798.0,64321.0,1628.0,19.4,84.6,961.3,4.9
112018,3,3,19543.0,19543.0,30565.0,1564.0,19.4,84.6,961.3,4.9
112018,4,3,,,,,19.4,84.6,961.3,4.9
112018,5,3,696877.0,706085.0,4565665.0,6552.0,19.4,84.6,961.3,4.9
112018,6,3,,,,,19.4,84.6,961.3,4.9
112018,7,3,5651050.0,5709034.0,17538575.0,3104.0,19.4,84.6,961.3,4.9
112018,8,3,705906.0,705906.0,2105498.0,2983.0,19.4,84.6,961.3,4.9
112018,9,3,180845.0,181199.0,358731.0,1984.0,19.4,84.6,961.3,4.9
122018,1,3,1067581.0,1068311.0,8401785.0,7870.0,20.0,82.4,960.8,4.5
122018,2,3,39519.0,39798.0,64321.0,1628.0,20.0,82.4,960.8,4.5
122018,3,3,19543.0,19543.0,30565.0,1564.0,20.0,82.4,960.8,4.5
122018,4,3,,,,,20.0,82.4,960.8,4.5
122018,5,3,696872.0,706080.0,4565633.0,6552.0,20.0,82.4,960.8,4.5
122018,6,3,,,,,20.0,82.4,960.8,4.5
122018,7,3,5651050.0,5709034.0,17538575.0,3104.0,20.0,82.4,960.8,4.5
122018,8,3,710158.0,710158.0,1753099.0,2469.0,20.0,82.4,960.8,4.5
122018,9,3,180845.0,181199.0,358732.0,1984.0,20.0,82.4,960.8,4.5
12019,1,3,1013938.0,1013938.0,7942451.0,7833.0,22.3,278.8,961.1,4.6
12019,2,3,36878.0,36882.0,60254.0,1634.0,22.3,278.8,961.1,4.6
12019,3,3,19277.0,19277.0,30848.0,1600.0,22.3,278.8,961.1,4.6
12019,4,3,,,,,22.3,278.8,961.1,4.6
12019,5,3,751889.0,751939.0,5372406.0,7145.0,22.3,278.8,961.1,4.6
12019,6,3,,,,,22.3,278.8,961.1,4.6
12019,7,3,5805001.0,5805001.0,18612161.0,3206.0,22.3,278.8,961.1,4.6
12019,8,3,676200.0,676200.0,1426106.0,2109.0,22.3,278.8,961.1,4.6
12019,9,3,172375.0,172840.0,361328.0,2096.0,22.3,278.8,961.1,4.6
22019,1,3,975015.0,991609.0,7291751.0,7479.0,21.0,126.2,961.5,4.3
22019,2,3,36230.0,36384.0,58027.0,1602.0,21.0,126.2,961.5,4.3
22019,3,3,16580.0,16580.0,25226.0,1521.0,21.0,126.2,961.5,4.3
22019,4,3,,,,,21.0,126.2,961.5,4.3
22019,5,3,760453.0,760753.0,5510104.0,7246.0,21.0,126.2,961.5,4.3
22019,6,3,,,,,21.0,126.2,961.5,4.3
22019,7,3,5750202.0,5806922.0,18449563.0,3209.0,21.0,126.2,961.5,4.3
22019,8,3,676200.0,676200.0,1426106.0,2109.0,21.0,126.2,961.5,4.3
22019,9,3,170898.0,171363.0,358060.0,2095.0,21.0,126.2,961.5,4.3
32019,1,3,971703.0,987705.0,7374909.0,7590.0,19.2,74.2,963.6,4.4
32019,2,3,36744.0,36911.0,58967.0,1605.0,19.2,74.2,963.6,4.4
32019,3,3,23206.0,23206.0,37259.0,1606.0,19.2,74.2,963.6,4.4
32019,4,3,,,,,19.2,74.2,963.6,4.4
32019,5,3,763900.0,764265.0,5706331.0,7470.0,19.2,74.2,963.6,4.4
32019,6,3,,,,,19.2,74.2,963.6,4.4
32019,7,3,5772070.0,5828790.0,18663864.0,3233.0,19.2,74.2,963.6,4.4
32019,8,3,676200.0,676200.0,1426106.0,2109.0,19.2,74.2,963.6,4.4
32019,9,3,173823.0,174288.0,366663.0,2109.0,19.2,74.2,963.6,4.4
42019,1,3,971703.0,987705.0,7374909.0,7590.0,17.8,120.8,963.0,4.3
42019,2,3,36744.0,36911.0,58967.0,1605.0,17.8,120.8,963.0,4.3
42019,3,3,23206.0,23206.0,37259.0,1606.0,17.8,120.8,963.0,4.3
42019,4,3,,,,,17.8,120.8,963.0,4.3
42019,5,3,763900.0,764265.0,5706331.0,7470.0,17.8,120.8,963.0,4.3
42019,6,3,,,,,17.8,120.8,963.0,4.3
42019,7,3,5772070.0,5828790.0,18663864.0,3233.0,17.8,120.8,963.0,4.3
42019,8,3,676200.0,676200.0,1426106.0,2109.0,17.8,120.8,963.0,4.3
42019,9,3,173823.0,174288.0,366663.0,2109.0,17.8,120.8,963.0,4.3
52019,1,3,967323.0,981410.0,7317218.0,7564.0,15.4,138.0,964.1,4.1
52019,2,3,36664.0,36831.0,58051.0,1583.0,15.4,138.0,964.1,4.1
52019,3,3,25461.0,25476.0,40573.0,1594.0,15.4,138.0,964.1,4.1
52019,4,3,,,,,15.4,138.0,964.1,4.1
52019,5,3,763880.0,764195.0,5744024.0,7520.0,15.4,138.0,964.1,4.1
52019,6,3,,,,,15.4,138.0,964.1,4.1
52019,7,3,5791852.0,5848766.0,18497272.0,3194.0,15.4,138.0,964.1,4.1
52019,8,3,705704.0,705704.0,2056723.0,2914.0,15.4,138.0,964.1,4.1
52019,9,3,173813.0,174278.0,371888.0,2140.0,15.4,138.0,964.1,4.1
62019,1,3,967323.0,981410.0,7317218.0,7564.0,15.5,31.6,964.9,4.5
62019,2,3,36664.0,36831.0,58051.0,1583.0,15.5,31.6,964.9,4.5
62019,3,3,25461.0,25476.0,40573.0,1594.0,15.5,31.6,964.9,4.5
62019,4,3,,,,,15.5,31.6,964.9,4.5
62019,5,3,763880.0,764195.0,5744024.0,7520.0,15.5,31.6,964.9,4.5
62019,6,3,,,,,15.5,31.6,964.9,4.5
62019,7,3,5791852.0,5848766.0,18497272.0,3194.0,15.5,31.6,964.9,4.5
62019,8,3,705704.0,705704.0,2056723.0,2914.0,15.5,31.6,964.9,4.5
62019,9,3,173813.0,174278.0,371888.0,2140.0,15.5,31.6,964.9,4.5
72019,1,3,966938.0,981287.0,7173313.0,7419.0,10.9,184.2,966.0,4.3
72019,2,3,36499.0,36666.0,57867.0,1585.0,10.9,184.2,966.0,4.3
72019,3,3,25046.0,25499.0,34036.0,1359.0,10.9,184.2,966.0,4.3
72019,4,3,,,,,10.9,184.2,966.0,4.3
72019,5,3,763641.0,763956.0,5739403.0,7516.0,10.9,184.2,966.0,4.3
72019,6,3,,,,,10.9,184.2,966.0,4.3
72019,7,3,5819096.0,5843714.0,18487353.0,3177.0,10.9,184.2,966.0,4.3
72019,8,3,754162.0,754162.0,2281164.0,3025.0,10.9,184.2,966.0,4.3
72019,9,3,173812.0,174277.0,373713.0,2150.0,10.9,184.2,966.0,4.3
82019,1,3,966938.0,981287.0,7173313.0,7419.0,11.8,120.0,967.9,4.5
82019,2,3,36499.0,36666.0,57867.0,1585.0,11.8,120.0,967.9,4.5
82019,3,3,25046.0,25499.0,34036.0,1359.0,11.8,120.0,967.9,4.5
82019,4,3,,,,,11.8,120.0,967.9,4.5
82019,5,3,763641.0,763956.0,5739403.0,7516.0,11.8,120.0,967.9,4.5
82019,6,3,,,,,11.8,120.0,967.9,4.5
82019,7,3,5819096.0,5843714.0,18487353.0,3177.0,11.8,120.0,967.9,4.5
82019,8,3,754162.0,754162.0,2281164.0,3025.0,11.8,120.0,967.9,4.5
82019,9,3,173812.0,174277.0,373713.0,2150.0,11.8,120.0,967.9,4.5
92019,1,3,966938.0,981287.0,7173313.0,7419.0,13.3,137.8,964.7,4.4
92019,2,3,36499.0,36666.0,57867.0,1585.0,13.3,137.8,964.7,4.4
92019,3,3,25016.0,25469.0,33989.0,1359.0,13.3,137.8,964.7,4.4
92019,4,3,,,,,13.3,137.8,964.7,4.4
92019,5,3,763641.0,763956.0,5739403.0,7516.0,13.3,137.8,964.7,4.4
92019,6,3,,,,,13.3,137.8,964.7,4.4
92019,7,3,5818895.0,5843513.0,18493720.0,3178.0,13.3,137.8,964.7,4.4
92019,8,3,755202.0,755202.0,2291927.0,3035.0,13.3,137.8,964.7,4.4
92019,9,3,173812.0,174277.0,373713.0,2150.0,13.3,137.8,964.7,4.4
102019,1,3,966938.0,981287.0,7172102.0,7417.0,16.8,344.8,962.7,5.2
102019,2,3,36499.0,36666.0,57867.0,1585.0,16.8,344.8,962.7,5.2
102019,3,3,25016.0,25469.0,33989.0,1359.0,16.8,344.8,962.7,5.2
102019,4,3,,,,,16.8,344.8,962.7,5.2
102019,5,3,763591.0,763906.0,5738614.0,7515.0,16.8,344.8,962.7,5.2
102019,6,3,,,,,16.8,344.8,962.7,5.2
102019,7,3,5818915.0,5843533.0,18495151.0,3178.0,16.8,344.8,962.7,5.2
102019,8,3,754900.0,754900.0,2317114.0,3069.0,16.8,344.8,962.7,5.2
102019,9,3,173572.0,174037.0,373447.0,2152.0,16.8,344.8,962.7,5.2
112019,1,3,966938.0,981287.0,7172102.0,7417.0,19.0,86.4,961.2,4.7
112019,2,3,36499.0,36666.0,57867.0,1585.0,19.0,86.4,961.2,4.7
112019,3,3,25016.0,25469.0,33989.0,1359.0,19.0,86.4,961.2,4.7
112019,4,3,,,,,19.0,86.4,961.2,4.7
112019,5,3,763591.0,763906.0,5738614.0,7515.0,19.0,86.4,961.2,4.7
112019,6,3,,,,,19.0,86.4,961.2,4.7
112019,7,3,5818915.0,5843533.0,18495151.0,3178.0,19.0,86.4,961.2,4.7
112019,8,3,754900.0,754900.0,2317114.0,3069.0,19.0,86.4,961.2,4.7
112019,9,3,173572.0,174037.0,373447.0,2152.0,19.0,86.4,961.2,4.7
122019,1,3,966938.0,981287.0,7172102.0,7417.0,21.4,65.0,959.9,4.3
122019,2,3,36499.0,36666.0,57867.0,1585.0,21.4,65.0,959.9,4.3
122019,3,3,25016.0,25469.0,33989.0,1359.0,21.4,65.0,959.9,4.3
122019,4,3,,,,,21.4,65.0,959.9,4.3
122019,5,3,763591.0,763906.0,5738614.0,7515.0,21.4,65.0,959.9,4.3
122019,6,3,,,,,21.4,65.0,959.9,4.3
122019,7,3,5818915.0,5843533.0,18495151.0,3178.0,21.4,65.0,959.9,4.3
122019,8,3,760911.0,760914.0,2286672.0,3005.0,21.4,65.0,959.9,4.3
122019,9,3,173572.0,174037.0,373447.0,2152.0,21.4,65.0,959.9,4.3
12020,1,3,947375.0,947875.0,7300059.0,7706.0,21.6,107.8,960.1,4.5
12020,2,3,36608.0,36658.0,64783.0,1770.0,21.6,107.8,960.1,4.5
12020,3,3,24934.0,24934.0,36880.0,1479.0,21.6,107.8,960.1,4.5
12020,4,3,,,,,21.6,107.8,960.1,4.5
12020,5,3,779342.0,779392.0,5886185.0,7553.0,21.6,107.8,960.1,4.5
12020,6,3,,,,,21.6,107.8,960.1,4.5
12020,7,3,5930249.0,5930249.0,19265677.0,3249.0,21.6,107.8,960.1,4.5
12020,8,3,754162.0,754162.0,1827335.0,2423.0,21.6,107.8,960.1,4.5
12020,9,3,170338.0,170388.0,344862.0,2025.0,21.6,107.8,960.1,4.5
22020,1,3,947375.0,947875.0,7300059.0,7706.0,21.3,44.6,962.2,4.5
22020,2,3,36608.0,36658.0,64783.0,1770.0,21.3,44.6,962.2,4.5
22020,3,3,24934.0,24934.0,36880.0,1479.0,21.3,44.6,962.2,4.5
22020,4,3,,,,,21.3,44.6,962.2,4.5
22020,5,3,779342.0,779392.0,5886185.0,7553.0,21.3,44.6,962.2,4.5
22020,6,3,,,,,21.3,44.6,962.2,4.5
22020,7,3,5930249.0,5930249.0,19265677.0,3249.0,21.3,44.6,962.2,4.5
22020,8,3,754162.0,754162.0,1827335.0,2423.0,21.3,44.6,962.2,4.5
22020,9,3,170338.0,170388.0,344862.0,2025.0,21.3,44.6,962.2,4.5
32020,1,3,948925.0,949575.0,7485176.0,7888.0,21.7,36.0,963.6,4.5
32020,2,3,36882.0,36987.0,58104.0,1575.0,21.7,36.0,963.6,4.5
32020,3,3,23344.0,23514.0,34415.0,1474.0,21.7,36.0,963.6,4.5
32020,4,3,,,,,21.7,36.0,963.6,4.5
32020,5,3,745465.0,757073.0,4629486.0,6210.0,21.7,36.0,963.6,4.5
32020,6,3,,,,,21.7,36.0,963.6,4.5
32020,7,3,5862802.0,5976049.0,13369911.0,2280.0,21.7,36.0,963.6,4.5
32020,8,3,753987.0,753987.0,1887577.0,2503.0,21.7,36.0,963.6,4.5
32020,9,3,169002.0,169477.0,291387.0,1724.0,21.7,36.0,963.6,4.5
42020,1,3,948925.0,949575.0,7485176.0,7888.0,17.1,55.6,964.7,4.4
42020,2,3,36882.0,36987.0,58104.0,1575.0,17.1,55.6,964.7,4.4
42020,3,3,23344.0,23514.0,34415.0,1474.0,17.1,55.6,964.7,4.4
42020,4,3,,,,,17.1,55.6,964.7,4.4
42020,5,3,745465.0,757073.0,4629486.0,6210.0,17.1,55.6,964.7,4.4
42020,6,3,,,,,17.1,55.6,964.7,4.4
42020,7,3,5862802.0,5976049.0,13369911.0,2280.0,17.1,55.6,964.7,4.4
42020,8,3,753987.0,753987.0,1887577.0,2503.0,17.1,55.6,964.7,4.4
42020,9,3,169002.0,169477.0,291387.0,1724.0,17.1,55.6,964.7,4.4
52020,1,3,950211.0,951012.0,7678388.0,8081.0,17.0,124.8,853.0,2.1
52020,2,3,36904.0,37029.0,54209.0,1469.0,17.0,124.8,853.0,2.1
52020,3,3,22588.0,23244.0,28562.0,1264.0,17.0,124.8,853.0,2.1
52020,4,3,,,,,17.0,124.8,853.0,2.1
52020,5,3,742385.0,752593.0,4203143.0,5662.0,17.0,124.8,853.0,2.1
52020,6,3,,,,,17.0,124.8,853.0,2.1
52020,7,3,5959630.0,5980832.0,11221247.0,1883.0,17.0,124.8,853.0,2.1
52020,8,3,821999.0,821999.0,2451943.0,2983.0,17.0,124.8,853.0,2.1
52020,9,3,168911.0,169386.0,289013.0,1711.0,17.0,124.8,853.0,2.1
62020,1,3,950211.0,951012.0,7678388.0,8081.0,17.0,124.8,853.0,2.1
62020,2,3,36904.0,37029.0,54209.0,1469.0,17.0,124.8,853.0,2.1
62020,3,3,22588.0,23244.0,28562.0,1264.0,17.0,124.8,853.0,2.1
62020,4,3,,,,,17.0,124.8,853.0,2.1
62020,5,3,742385.0,752593.0,4203143.0,5662.0,17.0,124.8,853.0,2.1
62020,6,3,,,,,17.0,124.8,853.0,2.1
62020,7,3,5959630.0,5980832.0,11221247.0,1883.0,17.0,124.8,853.0,2.1
62020,8,3,821999.0,821999.0,2451943.0,2983.0,17.0,124.8,853.0,2.1
62020,9,3,168911.0,169386.0,289013.0,1711.0,17.0,124.8,853.0,2.1
72020,1,3,949434.0,951218.0,7765965.0,8180.0,17.0,124.8,853.0,2.1
72020,2,3,36907.0,37032.0,54190.0,1468.0,17.0,124.8,853.0,2.1
72020,3,3,22363.0,23379.0,26375.0,1179.0,17.0,124.8,853.0,2.1
72020,4,3,,,,,17.0,124.8,853.0,2.1
72020,5,3,741785.0,751673.0,4150697.0,5596.0,17.0,124.8,853.0,2.1
72020,6,3,,,,,17.0,124.8,853.0,2.1
72020,7,3,5960469.0,5981671.0,11224010.0,1883.0,17.0,124.8,853.0,2.1
72020,8,3,924038.0,924038.0,2861299.0,3097.0,17.0,124.8,853.0,2.1
72020,9,3,168961.0,169386.0,289238.0,1712.0,17.0,124.8,853.0,2.1
82020,1,3,949434.0,951218.0,7765965.0,8180.0,17.0,124.8,853.0,2.1
82020,2,3,36907.0,37032.0,54190.0,1468.0,17.0,124.8,853.0,2.1
82020,3,3,22363.0,23379.0,26375.0,1179.0,17.0,124.8,853.0,2.1
82020,4,3,,,,,17.0,124.8,853.0,2.1
82020,5,3,741785.0,751673.0,4150697.0,5596.0,17.0,124.8,853.0,2.1
82020,6,3,,,,,17.0,124.8,853.0,2.1
82020,7,3,5960469.0,5981671.0,11224010.0,1883.0,17.0,124.8,853.0,2.1
82020,8,3,924038.0,924038.0,2861299.0,3097.0,17.0,124.8,853.0,2.1
82020,9,3,168961.0,169386.0,289238.0,1712.0,17.0,124.8,853.0,2.1
92020,1,3,949434.0,951218.0,7765965.0,8180.0,17.0,124.8,853.0,2.1
92020,2,3,36907.0,37032.0,54172.0,1468.0,17.0,124.8,853.0,2.1
92020,3,3,22363.0,23379.0,26335.0,1178.0,17.0,124.8,853.0,2.1
92020,4,3,,,,,17.0,124.8,853.0,2.1
92020,5,3,741785.0,751673.0,4151507.0,5597.0,17.0,124.8,853.0,2.1
92020,6,3,,,,,17.0,124.8,853.0,2.1
92020,7,3,5960469.0,5981671.0,11215370.0,1882.0,17.0,124.8,853.0,2.1
92020,8,3,934279.0,934279.0,2528905.0,2707.0,17.0,124.8,853.0,2.1
92020,9,3,168961.0,169386.0,289238.0,1712.0,17.0,124.8,853.0,2.1
102020,1,3,949670.0,951454.0,7773220.0,8185.0,17.0,124.8,853.0,2.1
102020,2,3,36907.0,37032.0,54797.0,1485.0,17.0,124.8,853.0,2.1
102020,3,3,22363.0,23279.0,26336.0,1178.0,17.0,124.8,853.0,2.1
102020,4,3,,,,,17.0,124.8,853.0,2.1
102020,5,3,741785.0,751673.0,4208693.0,5674.0,17.0,124.8,853.0,2.1
102020,6,3,,,,,17.0,124.8,853.0,2.1
102020,7,3,5959469.0,5980671.0,11289663.0,1894.0,17.0,124.8,853.0,2.1
102020,8,3,950655.0,950955.0,2300543.0,2420.0,17.0,124.8,853.0,2.1
102020,9,3,168961.0,169386.0,288013.0,1705.0,17.0,124.8,853.0,2.1
112020,1,3,949670.0,951454.0,7773220.0,8185.0,17.0,124.8,853.0,2.1
112020,2,3,36907.0,37032.0,54797.0,1485.0,17.0,124.8,853.0,2.1
112020,3,3,22363.0,23279.0,26336.0,1178.0,17.0,124.8,853.0,2.1
112020,4,3,,,,,17.0,124.8,853.0,2.1
112020,5,3,741785.0,751673.0,4208693.0,5674.0,17.0,124.8,853.0,2.1
112020,6,3,,,,,17.0,124.8,853.0,2.1
112020,7,3,5959469.0,5980671.0,11289663.0,1894.0,17.0,124.8,853.0,2.1
112020,8,3,950655.0,950955.0,2300543.0,2420.0,17.0,124.8,853.0,2.1
112020,9,3,168961.0,169386.0,288013.0,1705.0,17.0,124.8,853.0,2.1
122020,1,3,949613.0,951397.0,7768085.0,8180.0,17.0,124.8,853.0,2.1
122020,2,3,36907.0,37032.0,54797.0,1485.0,17.0,124.8,853.0,2.1
122020,3,3,22363.0,23279.0,26337.0,1178.0,17.0,124.8,853.0,2.1
122020,4,3,,,,,17.0,124.8,853.0,2.1
122020,5,3,741785.0,751673.0,4208693.0,5674.0,17.0,124.8,853.0,2.1
122020,6,3,,,,,17.0,124.8,853.0,2.1
122020,7,3,5959469.0,5980671.0,11295193.0,1895.0,17.0,124.8,853.0,2.1
122020,8,3,953382.0,953832.0,2104160.0,2207.0,17.0,124.8,853.0,2.1
122020,9,3,166315.0,166740.0,288497.0,1735.0,17.0,124.8,853.0,2.1
12021,1,3,963661.0,963860.0,7619984.0,7907.0,17.0,124.8,853.0,2.1
12021,2,3,36883.0,37286.0,58454.0,1585.0,17.0,124.8,853.0,2.1
12021,3,3,22017.0,22446.0,31519.0,1432.0,17.0,124.8,853.0,2.1
12021,4,3,,,,,17.0,124.8,853.0,2.1
12021,5,3,788212.0,790762.0,4585604.0,5818.0,17.0,124.8,853.0,2.1
12021,6,3,,,,,17.0,124.8,853.0,2.1
12021,7,3,6075058.0,6075058.0,19421238.0,3197.0,17.0,124.8,853.0,2.1
