Data,Produto,Estado,Área Colhida (ha),Área Plantada (ha),Produção (t),Rendimento Médio (kg/ha)
outubro 2017,1.14 Milho (2 Safra),Parana,2413536,,13380366,5544
outubro 2017,1.15 Soja,Parana,5271629,,19817679,3759
outubro 2017,1.17 Trigo,Parana,961054,,2247246,2338
outubro 2017,15 Fumo,Parana,74965,,187897,2506
novembro 2017,1.4 Arroz,Parana,24989,,165347,6617
novembro 2017,1.8 Feijao (1 Safra),Parana,194108,,368207,1897
novembro 2017,1.9 Feijao (2 Safra),Parana,249085,,342152,1374
novembro 2017,1.10 Feijao (3 Safra),Parana,4432,,4370,986
novembro 2017,1.13 Milho (1 Safra),Parana,513627,,4931876,9602
novembro 2017,1.14 Milho (2 Safra),Parana,2413536,,13380366,5544
novembro 2017,1.15 Soja,Parana,5271629,,19817679,3759
novembro 2017,1.17 Trigo,Parana,961054,,2212488,2302
novembro 2017,15 Fumo,Parana,74965,,187897,2506
dezembro 2017,1.4 Arroz,Parana,24989,,165347,6617
dezembro 2017,1.8 Feijao (1 Safra),Parana,194108,,368207,1897
dezembro 2017,1.9 Feijao (2 Safra),Parana,249085,,342152,1374
dezembro 2017,1.10 Feijao (3 Safra),Parana,4432,,4370,986
dezembro 2017,1.13 Milho (1 Safra),Parana,513627,,4931876,9602
dezembro 2017,1.14 Milho (2 Safra),Parana,2413536,,13380366,5544
dezembro 2017,1.15 Soja,Parana,5271629,,19817679,3759
dezembro 2017,1.17 Trigo,Parana,961054,,2212488,2302
dezembro 2017,15 Fumo,Parana,74965,,187897,2506
janeiro 2018,1.4 Arroz,Parana,23671,,159570,6741
janeiro 2018,1.8 Feijao (1 Safra),Parana,197719,,317660,1607
janeiro 2018,1.9 Feijao (2 Safra),Parana,201923,,386914,1916
janeiro 2018,1.10 Feijao (3 Safra),Parana,4913,,5262,1071
janeiro 2018,1.13 Milho (1 Safra),Parana,333153,,2985246,8961
janeiro 2018,1.14 Milho (2 Safra),Parana,2149640,,12278504,5712
janeiro 2018,1.15 Soja,Parana,5575490,,19453171,3489
janeiro 2018,1.17 Trigo,Parana,1356958,,3869723,2852
janeiro 2018,15 Fumo,Parana,79620,,186869,2347
fevereiro 2018,1.4 Arroz,Parana,23590,,149359,6331
fevereiro 2018,1.8 Feijao (1 Safra),Parana,195889,,307975,1572
fevereiro 2018,1.9 Feijao (2 Safra),Parana,198963,,380492,1912
fevereiro 2018,1.10 Feijao (3 Safra),Parana,4913,,5262,1071
fevereiro 2018,1.13 Milho (1 Safra),Parana,332833,,2973351,8933
fevereiro 2018,1.14 Milho (2 Safra),Parana,2148590,,12351205,5749
fevereiro 2018,1.15 Soja,Parana,5574586,,19478376,3494
fevereiro 2018,1.17 Trigo,Parana,1356958,,3869723,2852
fevereiro 2018,15 Fumo,Parana,79637,,188669,2369
marco 2018,1.4 Arroz,Parana,23835,,144483,6062
marco 2018,1.8 Feijao (1 Safra),Parana,195889,,307975,1572
marco 2018,1.9 Feijao (2 Safra),Parana,200963,,384792,1915
marco 2018,1.10 Feijao (3 Safra),Parana,2653,,2855,1076
marco 2018,1.13 Milho (1 Safra),Parana,328401,,2854481,8692
marco 2018,1.14 Milho (2 Safra),Parana,2154992,,12295954,5706
marco 2018,1.15 Soja,Parana,5552232,,19311978,3478
marco 2018,1.17 Trigo,Parana,1048037,,3314981,3163
marco 2018,15 Fumo,Parana,77800,,190254,2445
abril 2018,1.4 Arroz,Parana,23835,,144483,6062
abril 2018,1.8 Feijao (1 Safra),Parana,195889,,307975,1572
abril 2018,1.9 Feijao (2 Safra),Parana,200963,,384792,1915
abril 2018,1.10 Feijao (3 Safra),Parana,2653,,2855,1076
abril 2018,1.13 Milho (1 Safra),Parana,328401,,2822106,8593
abril 2018,1.14 Milho (2 Safra),Parana,2146432,,12243147,5704
abril 2018,1.15 Soja,Parana,5552520,,19266672,3470
abril 2018,1.17 Trigo,Parana,1042037,,3293981,3161
abril 2018,15 Fumo,Parana,77800,,190254,2445
maio 2018,1.4 Arroz,Parana,23138,,131317,5675
maio 2018,1.8 Feijao (1 Safra),Parana,195889,,307975,1572
maio 2018,1.9 Feijao (2 Safra),Parana,199575,,306384,1535
maio 2018,1.10 Feijao (3 Safra),Parana,3054,,3559,1165
maio 2018,1.13 Milho (1 Safra),Parana,330201,,2887598,8745
maio 2018,1.14 Milho (2 Safra),Parana,2143341,,10008123,4669
maio 2018,1.15 Soja,Parana,5552520,,19266672,3470
maio 2018,1.17 Trigo,Parana,1046060,,3304712,3159
maio 2018,15 Fumo,Parana,77800,,190254,2445
junho 2018,1.4 Arroz,Parana,23138,,131317,5675
junho 2018,1.8 Feijao (1 Safra),Parana,195889,,307975,1572
junho 2018,1.9 Feijao (2 Safra),Parana,199795,,275084,1377
junho 2018,1.10 Feijao (3 Safra),Parana,3054,,3559,1165
junho 2018,1.13 Milho (1 Safra),Parana,330201,,2887598,8745
junho 2018,1.14 Milho (2 Safra),Parana,2130650,,9428125,4425
junho 2018,1.15 Soja,Parana,5552520,,19266672,3470
junho 2018,1.17 Trigo,Parana,1062547,,3357826,3160
junho 2018,15 Fumo,Parana,77800,,190254,2445
julho 2018,1.4 Arroz,Parana,23138,,131317,5675
julho 2018,1.8 Feijao (1 Safra),Parana,195889,,307975,1572
julho 2018,1.9 Feijao (2 Safra),Parana,199795,,275084,1377
julho 2018,1.10 Feijao (3 Safra),Parana,3054,,3559,1165
julho 2018,1.13 Milho (1 Safra),Parana,330201,,2887598,8745
julho 2018,1.14 Milho (2 Safra),Parana,2108910,,9299243,4410
julho 2018,1.15 Soja,Parana,5552520,,19266672,3470
julho 2018,1.17 Trigo,Parana,1080647,,3121120,2888
julho 2018,15 Fumo,Parana,77800,,190254,2445
agosto 2018,1.4 Arroz,Parana,23138,,131317,5675
agosto 2018,1.8 Feijao (1 Safra),Parana,195889,,307975,1572
agosto 2018,1.9 Feijao (2 Safra),Parana,199795,,275084,1377
agosto 2018,1.10 Feijao (3 Safra),Parana,3054,,3559,1165
agosto 2018,1.13 Milho (1 Safra),Parana,330201,,2887598,8745
agosto 2018,1.14 Milho (2 Safra),Parana,2108910,,9299243,4410
agosto 2018,1.15 Soja,Parana,5552520,,19266672,3470
agosto 2018,1.17 Trigo,Parana,1080647,,3121120,2888
agosto 2018,15 Fumo,Parana,77800,,190254,2445
setembro 2018,1.4 Arroz,Parana,23138,,131317,5675
setembro 2018,1.8 Feijao (1 Safra),Parana,195889,,307975,1572
setembro 2018,1.9 Feijao (2 Safra),Parana,199795,,275084,1377
setembro 2018,1.10 Feijao (3 Safra),Parana,2245,,2041,909
setembro 2018,1.13 Milho (1 Safra),Parana,330201,,2887598,8745
setembro 2018,1.14 Milho (2 Safra),Parana,2110634,,9119942,4321
setembro 2018,1.15 Soja,Parana,5552520,,19266672,3470
setembro 2018,1.17 Trigo,Parana,1096167,,2992467,2730
setembro 2018,15 Fumo,Parana,77800,,190254,2445
outubro 2018,1.4 Arroz,Parana,23138,,131317,5675
outubro 2018,1.8 Feijao (1 Safra),Parana,195889,,307975,1572
outubro 2018,1.9 Feijao (2 Safra),Parana,199795,,275084,1377
outubro 2018,1.10 Feijao (3 Safra),Parana,2245,,2041,909
outubro 2018,1.13 Milho (1 Safra),Parana,330201,,2887598,8745
outubro 2018,1.14 Milho (2 Safra),Parana,2110879,,8976029,4252
outubro 2018,1.15 Soja,Parana,5552520,,19266672,3470
outubro 2018,1.17 Trigo,Parana,1096934,,2959274,2698
outubro 2018,15 Fumo,Parana,77800,,190254,2445
novembro 2018,1.4 Arroz,Parana,23138,,131317,5675
novembro 2018,1.8 Feijao (1 Safra),Parana,195889,,307975,1572
novembro 2018,1.9 Feijao (2 Safra),Parana,199795,,275084,1377
novembro 2018,1.10 Feijao (3 Safra),Parana,2245,,2041,909
novembro 2018,1.13 Milho (1 Safra),Parana,330201,,2887598,8745
novembro 2018,1.14 Milho (2 Safra),Parana,2110879,,8976029,4252
novembro 2018,1.15 Soja,Parana,5552520,,19266672,3470
novembro 2018,1.17 Trigo,Parana,1097834,,2821145,2570
novembro 2018,15 Fumo,Parana,77800,,190254,2445
dezembro 2018,1.4 Arroz,Parana,23138,,131317,5675
dezembro 2018,1.8 Feijao (1 Safra),Parana,195889,,307975,1572
dezembro 2018,1.9 Feijao (2 Safra),Parana,199795,,275084,1377
dezembro 2018,1.10 Feijao (3 Safra),Parana,2245,,2041,909
dezembro 2018,1.13 Milho (1 Safra),Parana,330201,,2887598,8745
dezembro 2018,1.14 Milho (2 Safra),Parana,2110879,,8976029,4252
dezembro 2018,1.15 Soja,Parana,5552520,,19266672,3470
dezembro 2018,1.17 Trigo,Parana,1097834,,2821145,2570
dezembro 2018,15 Fumo,Parana,77800,,190254,2445
janeiro 2019,1.4 Arroz,Parana,23105,,161518,6991
janeiro 2019,1.8 Feijao (1 Safra),Parana,162306,,260375,1604
janeiro 2019,1.9 Feijao (2 Safra),Parana,176654,,339704,1923
janeiro 2019,1.10 Feijao (3 Safra),Parana,3054,,2999,982
janeiro 2019,1.13 Milho (1 Safra),Parana,356022,,3100000,8707
janeiro 2019,1.14 Milho (2 Safra),Parana,2192385,,12687615,5787
janeiro 2019,1.15 Soja,Parana,5532698,,17052153,3082
janeiro 2019,1.17 Trigo,Parana,1080647,,2920989,2703
janeiro 2019,15 Fumo,Parana,77981,,190259,2440
fevereiro 2019,1.4 Arroz,Parana,23105,,160030,6926
fevereiro 2019,1.8 Feijao (1 Safra),Parana,162306,,248322,1530
fevereiro 2019,1.9 Feijao (2 Safra),Parana,208194,,399902,1921
fevereiro 2019,1.10 Feijao (3 Safra),Parana,3054,,2999,982
fevereiro 2019,1.13 Milho (1 Safra),Parana,356022,,3096110,8696
fevereiro 2019,1.14 Milho (2 Safra),Parana,2203985,,12766275,5792
fevereiro 2019,1.15 Soja,Parana,5537221,,16548648,2989
fevereiro 2019,1.17 Trigo,Parana,1080647,,2920989,2703
fevereiro 2019,15 Fumo,Parana,78481,,186302,2374
marco 2019,1.4 Arroz,Parana,23105,,160030,6926
marco 2019,1.8 Feijao (1 Safra),Parana,162306,,248322,1530
marco 2019,1.9 Feijao (2 Safra),Parana,228374,,436146,1910
marco 2019,1.10 Feijao (3 Safra),Parana,3054,,2999,982
marco 2019,1.13 Milho (1 Safra),Parana,356022,,3096110,8696
marco 2019,1.14 Milho (2 Safra),Parana,2227870,,13000554,5835
marco 2019,1.15 Soja,Parana,5543887,,16329725,2946
marco 2019,1.17 Trigo,Parana,1080647,,2920989,2703
marco 2019,15 Fumo,Parana,78481,,186302,2374
abril 2019,1.4 Arroz,Parana,23215,,158790,6840
abril 2019,1.8 Feijao (1 Safra),Parana,162306,,248322,1530
abril 2019,1.9 Feijao (2 Safra),Parana,228374,,436146,1910
abril 2019,1.10 Feijao (3 Safra),Parana,3054,,2999,982
abril 2019,1.13 Milho (1 Safra),Parana,358479,,3156605,8806
abril 2019,1.14 Milho (2 Safra),Parana,2233696,,13026622,5832
abril 2019,1.15 Soja,Parana,5437439,,16254411,2989
abril 2019,1.17 Trigo,Parana,1022758,,3293555,3220
abril 2019,15 Fumo,Parana,79426,,189223,2382
maio 2019,1.4 Arroz,Parana,23378,,142463,6094
maio 2019,1.8 Feijao (1 Safra),Parana,162322,,247089,1522
maio 2019,1.9 Feijao (2 Safra),Parana,230577,,408713,1773
maio 2019,1.10 Feijao (3 Safra),Parana,2629,,3168,1205
maio 2019,1.13 Milho (1 Safra),Parana,358779,,3166720,8826
maio 2019,1.14 Milho (2 Safra),Parana,2247739,,12964822,5768
maio 2019,1.15 Soja,Parana,5439039,,16231264,2984
maio 2019,1.17 Trigo,Parana,1003958,,3226305,3214
maio 2019,15 Fumo,Parana,75354,,168891,2241
junho 2019,1.4 Arroz,Parana,23378,,142250,6085
junho 2019,1.8 Feijao (1 Safra),Parana,162327,,247092,1522
junho 2019,1.9 Feijao (2 Safra),Parana,230577,,361839,1569
junho 2019,1.10 Feijao (3 Safra),Parana,2534,,3091,1220
junho 2019,1.13 Milho (1 Safra),Parana,359879,,3173825,8819
junho 2019,1.14 Milho (2 Safra),Parana,2247039,,13463985,5992
junho 2019,1.15 Soja,Parana,5441991,,16220624,2981
junho 2019,1.17 Trigo,Parana,1006650,,3235893,3215
junho 2019,15 Fumo,Parana,75336,,168831,2241
julho 2019,1.4 Arroz,Parana,23378,,142278,6086
julho 2019,1.8 Feijao (1 Safra),Parana,162327,,247092,1522
julho 2019,1.9 Feijao (2 Safra),Parana,230577,,352138,1527
julho 2019,1.10 Feijao (3 Safra),Parana,2534,,3020,1192
julho 2019,1.13 Milho (1 Safra),Parana,359879,,3139800,8725
julho 2019,1.14 Milho (2 Safra),Parana,2247439,,13661756,6079
julho 2019,1.15 Soja,Parana,5437391,,16209573,2981
julho 2019,1.17 Trigo,Parana,1008395,,2724950,2702
julho 2019,15 Fumo,Parana,75336,,168974,2243
agosto 2019,1.4 Arroz,Parana,23378,,142278,6086
agosto 2019,1.8 Feijao (1 Safra),Parana,162327,,247092,1522
agosto 2019,1.9 Feijao (2 Safra),Parana,230677,,344878,1495
agosto 2019,1.10 Feijao (3 Safra),Parana,2534,,3020,1192
agosto 2019,1.13 Milho (1 Safra),Parana,358888,,3139820,8749
agosto 2019,1.14 Milho (2 Safra),Parana,2232459,,13407588,6006
agosto 2019,1.15 Soja,Parana,5442361,,16247994,2985
agosto 2019,1.17 Trigo,Parana,1024993,,2713288,2647
agosto 2019,15 Fumo,Parana,75336,,168974,2243
setembro 2019,1.4 Arroz,Parana,23078,,134649,5835
setembro 2019,1.8 Feijao (1 Safra),Parana,162327,,247092,1522
setembro 2019,1.9 Feijao (2 Safra),Parana,248059,,365709,1474
setembro 2019,1.10 Feijao (3 Safra),Parana,2534,,3020,1192
setembro 2019,1.13 Milho (1 Safra),Parana,360095,,3159735,8775
setembro 2019,1.14 Milho (2 Safra),Parana,2236402,,13358484,5973
setembro 2019,1.15 Soja,Parana,5447916,,16164807,2967
setembro 2019,1.17 Trigo,Parana,1023051,,2363074,2310
setembro 2019,15 Fumo,Parana,75340,,168960,2243
outubro 2019,1.4 Arroz,Parana,23078,,134649,5835
outubro 2019,1.8 Feijao (1 Safra),Parana,162327,,247092,1522
outubro 2019,1.9 Feijao (2 Safra),Parana,246900,,364600,1477
outubro 2019,1.10 Feijao (3 Safra),Parana,2534,,3020,1192
outubro 2019,1.13 Milho (1 Safra),Parana,360095,,3159735,8775
outubro 2019,1.14 Milho (2 Safra),Parana,2236402,,13424300,6003
outubro 2019,1.15 Soja,Parana,5447916,,16164807,2967
outubro 2019,1.17 Trigo,Parana,1023700,,2177100,2127
outubro 2019,15 Fumo,Parana,75340,,168960,2243
novembro 2019,1.4 Arroz,Parana,23078,,134649,5835
novembro 2019,1.8 Feijao (1 Safra),Parana,162327,,247092,1522
novembro 2019,1.9 Feijao (2 Safra),Parana,246900,,364600,1477
novembro 2019,1.10 Feijao (3 Safra),Parana,2534,,3020,1192
novembro 2019,1.13 Milho (1 Safra),Parana,360095,,3159735,8775
novembro 2019,1.14 Milho (2 Safra),Parana,2236402,,13424300,6003
novembro 2019,1.15 Soja,Parana,5447916,,16164807,2967
novembro 2019,1.17 Trigo,Parana,1023600,,2132900,2084
novembro 2019,15 Fumo,Parana,75340,,168960,2243
dezembro 2019,1.4 Arroz,Parana,23078,,134649,5835
dezembro 2019,1.8 Feijao (1 Safra),Parana,162327,,247092,1522
dezembro 2019,1.9 Feijao (2 Safra),Parana,246900,,364600,1477
dezembro 2019,1.10 Feijao (3 Safra),Parana,2534,,3020,1192
dezembro 2019,1.13 Milho (1 Safra),Parana,360095,,3159735,8775
dezembro 2019,1.14 Milho (2 Safra),Parana,2236402,,13424300,6003
dezembro 2019,1.15 Soja,Parana,5447916,,16164807,2967
dezembro 2019,1.17 Trigo,Parana,1023600,,2132900,2084
dezembro 2019,15 Fumo,Parana,75340,,168960,2243
janeiro 2020,1.4 Arroz,Parana,21530,,151462,7035
janeiro 2020,1.8 Feijao (1 Safra),Parana,152221,,305593,2008
janeiro 2020,1.9 Feijao (2 Safra),Parana,227184,,443287,1951
janeiro 2020,1.10 Feijao (3 Safra),Parana,2534,,3000,1184
janeiro 2020,1.13 Milho (1 Safra),Parana,348801,,3246989,9309
janeiro 2020,1.14 Milho (2 Safra),Parana,2153580,,12346342,5733
janeiro 2020,1.15 Soja,Parana,5500482,,19800869,3600
janeiro 2020,1.17 Trigo,Parana,1028400,,2143800,2085
janeiro 2020,15 Fumo,Parana,71272,,170396,2391
fevereiro 2020,1.4 Arroz,Parana,21532,,153467,7127
fevereiro 2020,1.8 Feijao (1 Safra),Parana,152231,,319002,2096
fevereiro 2020,1.9 Feijao (2 Safra),Parana,223314,,441693,1978
fevereiro 2020,1.10 Feijao (3 Safra),Parana,2534,,3000,1184
fevereiro 2020,1.13 Milho (1 Safra),Parana,348801,,3308937,9487
fevereiro 2020,1.14 Milho (2 Safra),Parana,2165150,,12403841,5729
fevereiro 2020,1.15 Soja,Parana,5501182,,20450310,3717
fevereiro 2020,1.17 Trigo,Parana,1028400,,2143800,2085
fevereiro 2020,15 Fumo,Parana,71273,,171438,2405
marco 2020,1.4 Arroz,Parana,21822,,140597,6443
marco 2020,1.8 Feijao (1 Safra),Parana,152341,,319798,2099
marco 2020,1.9 Feijao (2 Safra),Parana,221908,,432463,1949
marco 2020,1.10 Feijao (3 Safra),Parana,2534,,3000,1184
marco 2020,1.13 Milho (1 Safra),Parana,351971,,3453339,9811
marco 2020,1.14 Milho (2 Safra),Parana,2186270,,12485341,5711
marco 2020,1.15 Soja,Parana,5504222,,20806623,3780
marco 2020,1.17 Trigo,Parana,1028400,,2143800,2085
marco 2020,15 Fumo,Parana,71776,,171325,2387
abril 2020,1.4 Arroz,Parana,21822,,152400,6984
abril 2020,1.8 Feijao (1 Safra),Parana,152341,,323300,2122
abril 2020,1.9 Feijao (2 Safra),Parana,221908,,334300,1506
abril 2020,1.10 Feijao (3 Safra),Parana,2534,,3000,1184
abril 2020,1.13 Milho (1 Safra),Parana,352600,,3515300,9970
abril 2020,1.14 Milho (2 Safra),Parana,2250100,,12235000,5438
abril 2020,1.15 Soja,Parana,5505872,,20745400,3768
abril 2020,1.17 Trigo,Parana,1079900,,3499600,3241
abril 2020,15 Fumo,Parana,71776,,171325,2387
maio 2020,1.4 Arroz,Parana,21900,,153000,6986
maio 2020,1.8 Feijao (1 Safra),Parana,152341,,322900,2120
maio 2020,1.9 Feijao (2 Safra),Parana,221908,,270800,1220
maio 2020,1.10 Feijao (3 Safra),Parana,2534,,2400,947
maio 2020,1.13 Milho (1 Safra),Parana,352600,,3533700,10022
maio 2020,1.14 Milho (2 Safra),Parana,2254300,,11263100,4996
maio 2020,1.15 Soja,Parana,5503500,,20754000,3771
maio 2020,1.17 Trigo,Parana,1090500,,3537600,3244
maio 2020,15 Fumo,Parana,71500,,174100,2435
junho 2020,1.4 Arroz,Parana,21700,,153400,7069
junho 2020,1.8 Feijao (1 Safra),Parana,152341,,322900,2120
junho 2020,1.9 Feijao (2 Safra),Parana,222000,,263300,1186
junho 2020,1.10 Feijao (3 Safra),Parana,2000,,2400,1200
junho 2020,1.13 Milho (1 Safra),Parana,352600,,3534500,10024
junho 2020,1.14 Milho (2 Safra),Parana,2254500,,11364900,5041
junho 2020,1.15 Soja,Parana,5503000,,20749200,3771
junho 2020,1.17 Trigo,Parana,1130000,,3672100,3250
junho 2020,15 Fumo,Parana,71500,,174100,2435
julho 2020,1.4 Arroz,Parana,21300,,151500,7113
julho 2020,1.8 Feijao (1 Safra),Parana,152500,,319700,2096
julho 2020,1.9 Feijao (2 Safra),Parana,222000,,259400,1168
julho 2020,1.10 Feijao (3 Safra),Parana,2000,,2300,1150
julho 2020,1.13 Milho (1 Safra),Parana,354100,,3550900,10028
julho 2020,1.14 Milho (2 Safra),Parana,2260200,,11548700,5110
julho 2020,1.15 Soja,Parana,5503200,,20813000,3782
julho 2020,1.17 Trigo,Parana,1133400,,3685900,3252
julho 2020,15 Fumo,Parana,71300,,175200,2457
agosto 2020,1.4 Arroz,Parana,20800,,150600,7240
agosto 2020,1.8 Feijao (1 Safra),Parana,152500,,319700,2096
agosto 2020,1.9 Feijao (2 Safra),Parana,224900,,268700,1195
agosto 2020,1.10 Feijao (3 Safra),Parana,2000,,2200,1100
agosto 2020,1.13 Milho (1 Safra),Parana,355900,,3564900,10017
agosto 2020,1.14 Milho (2 Safra),Parana,2276600,,11771200,5171
agosto 2020,1.15 Soja,Parana,5505000,,20755300,3770
agosto 2020,1.17 Trigo,Parana,1113100,,3474700,3122
agosto 2020,15 Fumo,Parana,71300,,175200,2457
setembro 2020,1.4 Arroz,Parana,20800,,150600,7240
setembro 2020,1.8 Feijao (1 Safra),Parana,152500,,319700,2096
setembro 2020,1.9 Feijao (2 Safra),Parana,224900,,268700,1195
setembro 2020,1.10 Feijao (3 Safra),Parana,2000,,2200,1100
setembro 2020,1.13 Milho (1 Safra),Parana,355900,,3564900,10017
setembro 2020,1.14 Milho (2 Safra),Parana,2281200,,11658600,5111
setembro 2020,1.15 Soja,Parana,5511200,,20773900,3769
setembro 2020,1.17 Trigo,Parana,1114200,,3323400,2983
setembro 2020,15 Fumo,Parana,71300,,175200,2457
outubro 2020,1.4 Arroz,Parana,21100,,151600,7185
outubro 2020,1.8 Feijao (1 Safra),Parana,152500,,319700,2096
outubro 2020,1.9 Feijao (2 Safra),Parana,224900,,268700,1195
outubro 2020,1.10 Feijao (3 Safra),Parana,2000,,2200,1100
outubro 2020,1.13 Milho (1 Safra),Parana,355900,,3564900,10017
outubro 2020,1.14 Milho (2 Safra),Parana,2286000,,11659300,5100
outubro 2020,1.15 Soja,Parana,5512600,,20842400,3781
outubro 2020,1.17 Trigo,Parana,1114200,,3127000,2806
outubro 2020,15 Fumo,Parana,71300,,175200,2457
novembro 2020,1.4 Arroz,Parana,21100,,151600,7185
novembro 2020,1.8 Feijao (1 Safra),Parana,152400,,316200,2075
novembro 2020,1.9 Feijao (2 Safra),Parana,224900,,268700,1195
novembro 2020,1.10 Feijao (3 Safra),Parana,2000,,2200,1100
novembro 2020,1.13 Milho (1 Safra),Parana,355900,,3564900,10017
novembro 2020,1.14 Milho (2 Safra),Parana,2286700,,11661800,5100
novembro 2020,1.15 Soja,Parana,5512200,,20841100,3781
novembro 2020,1.17 Trigo,Parana,1122000,,3052800,2721
novembro 2020,15 Fumo,Parana,71300,,175200,2457
dezembro 2020,1.4 Arroz,Parana,21100,,151600,7185
dezembro 2020,1.8 Feijao (1 Safra),Parana,152400,,316200,2075
dezembro 2020,1.9 Feijao (2 Safra),Parana,224900,,268700,1195
dezembro 2020,1.10 Feijao (3 Safra),Parana,2000,,2200,1100
dezembro 2020,1.13 Milho (1 Safra),Parana,355900,,3564900,10017
dezembro 2020,1.14 Milho (2 Safra),Parana,2286700,,11661800,5100
dezembro 2020,1.15 Soja,Parana,5516700,,20871900,3783
dezembro 2020,1.17 Trigo,Parana,1116000,,3067300,2748
dezembro 2020,15 Fumo,Parana,71300,,175200,2457
janeiro 2021,1.4 Arroz,Parana,21100,,147500,6991
janeiro 2021,1.8 Feijao (1 Safra),Parana,151400,,283900,1875
janeiro 2021,1.9 Feijao (2 Safra),Parana,227200,,468800,2063
janeiro 2021,1.10 Feijao (3 Safra),Parana,2500,,3000,1200
janeiro 2021,1.13 Milho (1 Safra),Parana,358700,,3365200,9382
janeiro 2021,1.14 Milho (2 Safra),Parana,2365500,,13582800,5742
janeiro 2021,1.15 Soja,Parana,5617100,,20500700,3650
janeiro 2021,1.17 Trigo,Parana,1028400,,2144000,2085
janeiro 2021,15 Fumo,Parana,65300,,152900,2342
fevereiro 2021,1.4 Arroz,Parana,21100,,148400,7033
fevereiro 2021,1.8 Feijao (1 Safra),Parana,151700,,254600,1678
fevereiro 2021,1.9 Feijao (2 Safra),Parana,233200,,460900,1976
fevereiro 2021,1.10 Feijao (3 Safra),Parana,2000,,2200,1100
fevereiro 2021,1.13 Milho (1 Safra),Parana,359700,,3171000,8816
fevereiro 2021,1.14 Milho (2 Safra),Parana,2375100,,13553000,5706
fevereiro 2021,1.15 Soja,Parana,5616300,,20449000,3641
fevereiro 2021,1.17 Trigo,Parana,1123300,,3120200,2778
fevereiro 2021,15 Fumo,Parana,65200,,147800,2267
marco 2021,1.4 Arroz,Parana,21100,,148600,7043
marco 2021,1.8 Feijao (1 Safra),Parana,152300,,255400,1677
marco 2021,1.9 Feijao (2 Safra),Parana,251200,,491200,1955
marco 2021,1.10 Feijao (3 Safra),Parana,2000,,2200,1100
marco 2021,1.13 Milho (1 Safra),Parana,362700,,3072800,8472
marco 2021,1.14 Milho (2 Safra),Parana,2387400,,13382700,5606
marco 2021,1.15 Soja,Parana,5620500,,20196400,3593
marco 2021,1.17 Trigo,Parana,1142000,,3734900,3270
marco 2021,15 Fumo,Parana,65200,,147300,2259
abril 2021,1.4 Arroz,Parana,21100,,151100,7161
abril 2021,1.8 Feijao (1 Safra),Parana,152600,,256900,1683
abril 2021,1.9 Feijao (2 Safra),Parana,252100,,394100,1563
abril 2021,1.10 Feijao (3 Safra),Parana,1900,,2100,1105
abril 2021,1.13 Milho (1 Safra),Parana,372000,,3120100,8387
abril 2021,1.14 Milho (2 Safra),Parana,2494100,,12230000,4904
abril 2021,1.15 Soja,Parana,5622500,,19890100,3538
abril 2021,1.17 Trigo,Parana,1158100,,3799800,3281
abril 2021,15 Fumo,Parana,65300,,147500,2259
maio 2021,1.4 Arroz,Parana,21100,,155200,7355
maio 2021,1.8 Feijao (1 Safra),Parana,152600,,256400,1680
maio 2021,1.9 Feijao (2 Safra),Parana,254300,,309500,1217
maio 2021,1.10 Feijao (3 Safra),Parana,1900,,2100,1105
maio 2021,1.13 Milho (1 Safra),Parana,372000,,3116700,8378
maio 2021,1.14 Milho (2 Safra),Parana,2494100,,10298000,4129
maio 2021,1.15 Soja,Parana,5623600,,19887300,3536
maio 2021,1.17 Trigo,Parana,1169700,,3820600,3266
maio 2021,15 Fumo,Parana,65200,,147400,2261
junho 2021,1.4 Arroz,Parana,21100,,155200,7355
junho 2021,1.8 Feijao (1 Safra),Parana,152300,,256500,1684
junho 2021,1.9 Feijao (2 Safra),Parana,254300,,270600,1064
junho 2021,1.10 Feijao (3 Safra),Parana,1600,,2000,1250
