Unnamed: 0,Data,Produto,Estado,Área Colhida (ha),Área Plantada (ha),Produção (t),Rendimento Médio (kg/ha)
384,julho 2017,1.15 Soja,Parana,5259903,,19647675,3735
385,julho 2017,1.17 Trigo,Parana,955835,,2820707,2951
386,julho 2017,15 Fumo,Parana,77622,,184469,2377
387,agosto 2017,1.4 Arroz,Parana,25111,,163078,6494
388,agosto 2017,1.8 Feijao (1 Safra),Parana,193434,,367848,1902
389,agosto 2017,1.9 Feijao (2 Safra),Parana,246593,,338639,1373
390,agosto 2017,1.10 Feijao (3 Safra),Parana,4444,,4532,1020
391,agosto 2017,1.13 Milho (1 Safra),Parana,512533,,4889083,9539
392,agosto 2017,1.14 Milho (2 Safra),Parana,2410325,,13621499,5651
393,agosto 2017,1.15 Soja,Parana,5259903,,19647675,3735
394,agosto 2017,1.17 Trigo,Parana,962535,,2593275,2694
395,agosto 2017,15 Fumo,Parana,77622,,184469,2377
396,setembro 2017,1.4 Arroz,Parana,24989,,165347,6617
397,setembro 2017,1.8 Feijao (1 Safra),Parana,194108,,368207,1897
398,setembro 2017,1.9 Feijao (2 Safra),Parana,249085,,341784,1372
399,setembro 2017,1.10 Feijao (3 Safra),Parana,4432,,4370,986
400,setembro 2017,1.13 Milho (1 Safra),Parana,513627,,4931876,9602
401,setembro 2017,1.14 Milho (2 Safra),Parana,2412836,,13412478,5559
402,setembro 2017,1.15 Soja,Parana,5271629,,19817679,3759
403,setembro 2017,1.17 Trigo,Parana,962004,,2294385,2385
404,setembro 2017,15 Fumo,Parana,75038,,188117,2507
405,outubro 2017,1.4 Arroz,Parana,24989,,165347,6617
406,outubro 2017,1.8 Feijao (1 Safra),Parana,194108,,368207,1897
407,outubro 2017,1.9 Feijao (2 Safra),Parana,249085,,342152,1374
408,outubro 2017,1.10 Feijao (3 Safra),Parana,4432,,4370,986
409,outubro 2017,1.13 Milho (1 Safra),Parana,513627,,4931876,9602
410,outubro 2017,1.14 Milho (2 Safra),Parana,2413536,,13380366,5544
411,outubro 2017,1.15 Soja,Parana,5271629,,19817679,3759
412,outubro 2017,1.17 Trigo,Parana,961054,,2247246,2338
413,outubro 2017,15 Fumo,Parana,74965,,187897,2506
414,novembro 2017,1.4 Arroz,Parana,24989,,165347,6617
415,novembro 2017,1.8 Feijao (1 Safra),Parana,194108,,368207,1897
416,novembro 2017,1.9 Feijao (2 Safra),Parana,249085,,342152,1374
417,novembro 2017,1.10 Feijao (3 Safra),Parana,4432,,4370,986
418,novembro 2017,1.13 Milho (1 Safra),Parana,513627,,4931876,9602
419,novembro 2017,1.14 Milho (2 Safra),Parana,2413536,,13380366,5544
420,novembro 2017,1.15 Soja,Parana,5271629,,19817679,3759
421,novembro 2017,1.17 Trigo,Parana,961054,,2212488,2302
422,novembro 2017,15 Fumo,Parana,74965,,187897,2506
423,dezembro 2017,1.4 Arroz,Parana,24989,,165347,6617
424,dezembro 2017,1.8 Feijao (1 Safra),Parana,194108,,368207,1897
425,dezembro 2017,1.9 Feijao (2 Safra),Parana,249085,,342152,1374
426,dezembro 2017,1.10 Feijao (3 Safra),Parana,4432,,4370,986
427,dezembro 2017,1.13 Milho (1 Safra),Parana,513627,,4931876,9602
428,dezembro 2017,1.14 Milho (2 Safra),Parana,2413536,,13380366,5544
429,dezembro 2017,1.15 Soja,Parana,5271629,,19817679,3759
430,dezembro 2017,1.17 Trigo,Parana,961054,,2212488,2302
431,dezembro 2017,15 Fumo,Parana,74965,,187897,2506
432,janeiro 2018,1.4 Arroz,Parana,23671,,159570,6741
433,janeiro 2018,1.8 Feijao (1 Safra),Parana,197719,,317660,1607
434,janeiro 2018,1.9 Feijao (2 Safra),Parana,201923,,386914,1916
435,janeiro 2018,1.10 Feijao (3 Safra),Parana,4913,,5262,1071
436,janeiro 2018,1.13 Milho (1 Safra),Parana,333153,,2985246,8961
437,janeiro 2018,1.14 Milho (2 Safra),Parana,2149640,,12278504,5712
438,janeiro 2018,1.15 Soja,Parana,5575490,,19453171,3489
439,janeiro 2018,1.17 Trigo,Parana,1356958,,3869723,2852
440,janeiro 2018,15 Fumo,Parana,79620,,186869,2347
441,fevereiro 2018,1.4 Arroz,Parana,23590,,149359,6331
442,fevereiro 2018,1.8 Feijao (1 Safra),Parana,195889,,307975,1572
443,fevereiro 2018,1.9 Feijao (2 Safra),Parana,198963,,380492,1912
444,fevereiro 2018,1.10 Feijao (3 Safra),Parana,4913,,5262,1071
445,fevereiro 2018,1.13 Milho (1 Safra),Parana,332833,,2973351,8933
446,fevereiro 2018,1.14 Milho (2 Safra),Parana,2148590,,12351205,5749
447,fevereiro 2018,1.15 Soja,Parana,5574586,,19478376,3494
448,fevereiro 2018,1.17 Trigo,Parana,1356958,,3869723,2852
449,fevereiro 2018,15 Fumo,Parana,79637,,188669,2369
450,marco 2018,1.4 Arroz,Parana,23835,,144483,6062
451,marco 2018,1.8 Feijao (1 Safra),Parana,195889,,307975,1572
452,marco 2018,1.9 Feijao (2 Safra),Parana,200963,,384792,1915
453,marco 2018,1.10 Feijao (3 Safra),Parana,2653,,2855,1076
454,marco 2018,1.13 Milho (1 Safra),Parana,328401,,2854481,8692
455,marco 2018,1.14 Milho (2 Safra),Parana,2154992,,12295954,5706
456,marco 2018,1.15 Soja,Parana,5552232,,19311978,3478
457,marco 2018,1.17 Trigo,Parana,1048037,,3314981,3163
458,marco 2018,15 Fumo,Parana,77800,,190254,2445
459,abril 2018,1.4 Arroz,Parana,23835,,144483,6062
460,abril 2018,1.8 Feijao (1 Safra),Parana,195889,,307975,1572
461,abril 2018,1.9 Feijao (2 Safra),Parana,200963,,384792,1915
462,abril 2018,1.10 Feijao (3 Safra),Parana,2653,,2855,1076
463,abril 2018,1.13 Milho (1 Safra),Parana,328401,,2822106,8593
464,abril 2018,1.14 Milho (2 Safra),Parana,2146432,,12243147,5704
465,abril 2018,1.15 Soja,Parana,5552520,,19266672,3470
466,abril 2018,1.17 Trigo,Parana,1042037,,3293981,3161
467,abril 2018,15 Fumo,Parana,77800,,190254,2445
468,maio 2018,1.4 Arroz,Parana,23138,,131317,5675
469,maio 2018,1.8 Feijao (1 Safra),Parana,195889,,307975,1572
470,maio 2018,1.9 Feijao (2 Safra),Parana,199575,,306384,1535
471,maio 2018,1.10 Feijao (3 Safra),Parana,3054,,3559,1165
472,maio 2018,1.13 Milho (1 Safra),Parana,330201,,2887598,8745
473,maio 2018,1.14 Milho (2 Safra),Parana,2143341,,10008123,4669
474,maio 2018,1.15 Soja,Parana,5552520,,19266672,3470
475,maio 2018,1.17 Trigo,Parana,1046060,,3304712,3159
476,maio 2018,15 Fumo,Parana,77800,,190254,2445
477,junho 2018,1.4 Arroz,Parana,23138,,131317,5675
478,junho 2018,1.8 Feijao (1 Safra),Parana,195889,,307975,1572
479,junho 2018,1.9 Feijao (2 Safra),Parana,199795,,275084,1377
480,junho 2018,1.10 Feijao (3 Safra),Parana,3054,,3559,1165
481,junho 2018,1.13 Milho (1 Safra),Parana,330201,,2887598,8745
482,junho 2018,1.14 Milho (2 Safra),Parana,2130650,,9428125,4425
483,junho 2018,1.15 Soja,Parana,5552520,,19266672,3470
484,junho 2018,1.17 Trigo,Parana,1062547,,3357826,3160
485,junho 2018,15 Fumo,Parana,77800,,190254,2445
486,julho 2018,1.4 Arroz,Parana,23138,,131317,5675
487,julho 2018,1.8 Feijao (1 Safra),Parana,195889,,307975,1572
488,julho 2018,1.9 Feijao (2 Safra),Parana,199795,,275084,1377
489,julho 2018,1.10 Feijao (3 Safra),Parana,3054,,3559,1165
490,julho 2018,1.13 Milho (1 Safra),Parana,330201,,2887598,8745
491,julho 2018,1.14 Milho (2 Safra),Parana,2108910,,9299243,4410
492,julho 2018,1.15 Soja,Parana,5552520,,19266672,3470
493,julho 2018,1.17 Trigo,Parana,1080647,,3121120,2888
494,julho 2018,15 Fumo,Parana,77800,,190254,2445
495,agosto 2018,1.4 Arroz,Parana,23138,,131317,5675
496,agosto 2018,1.8 Feijao (1 Safra),Parana,195889,,307975,1572
497,agosto 2018,1.9 Feijao (2 Safra),Parana,199795,,275084,1377
498,agosto 2018,1.10 Feijao (3 Safra),Parana,3054,,3559,1165
499,agosto 2018,1.13 Milho (1 Safra),Parana,330201,,2887598,8745
500,agosto 2018,1.14 Milho (2 Safra),Parana,2108910,,9299243,4410
501,agosto 2018,1.15 Soja,Parana,5552520,,19266672,3470
502,agosto 2018,1.17 Trigo,Parana,1080647,,3121120,2888
503,agosto 2018,15 Fumo,Parana,77800,,190254,2445
504,setembro 2018,1.4 Arroz,Parana,23138,,131317,5675
505,setembro 2018,1.8 Feijao (1 Safra),Parana,195889,,307975,1572
506,setembro 2018,1.9 Feijao (2 Safra),Parana,199795,,275084,1377
507,setembro 2018,1.10 Feijao (3 Safra),Parana,2245,,2041,909
508,setembro 2018,1.13 Milho (1 Safra),Parana,330201,,2887598,8745
509,setembro 2018,1.14 Milho (2 Safra),Parana,2110634,,9119942,4321
510,setembro 2018,1.15 Soja,Parana,5552520,,19266672,3470
511,setembro 2018,1.17 Trigo,Parana,1096167,,2992467,2730
512,setembro 2018,15 Fumo,Parana,77800,,190254,2445
513,outubro 2018,1.4 Arroz,Parana,23138,,131317,5675
514,outubro 2018,1.8 Feijao (1 Safra),Parana,195889,,307975,1572
515,outubro 2018,1.9 Feijao (2 Safra),Parana,199795,,275084,1377
516,outubro 2018,1.10 Feijao (3 Safra),Parana,2245,,2041,909
517,outubro 2018,1.13 Milho (1 Safra),Parana,330201,,2887598,8745
518,outubro 2018,1.14 Milho (2 Safra),Parana,2110879,,8976029,4252
519,outubro 2018,1.15 Soja,Parana,5552520,,19266672,3470
520,outubro 2018,1.17 Trigo,Parana,1096934,,2959274,2698
521,outubro 2018,15 Fumo,Parana,77800,,190254,2445
522,novembro 2018,1.4 Arroz,Parana,23138,,131317,5675
523,novembro 2018,1.8 Feijao (1 Safra),Parana,195889,,307975,1572
524,novembro 2018,1.9 Feijao (2 Safra),Parana,199795,,275084,1377
525,novembro 2018,1.10 Feijao (3 Safra),Parana,2245,,2041,909
526,novembro 2018,1.13 Milho (1 Safra),Parana,330201,,2887598,8745
527,novembro 2018,1.14 Milho (2 Safra),Parana,2110879,,8976029,4252
528,novembro 2018,1.15 Soja,Parana,5552520,,19266672,3470
529,novembro 2018,1.17 Trigo,Parana,1097834,,2821145,2570
530,novembro 2018,15 Fumo,Parana,77800,,190254,2445
531,dezembro 2018,1.4 Arroz,Parana,23138,,131317,5675
532,dezembro 2018,1.8 Feijao (1 Safra),Parana,195889,,307975,1572
533,dezembro 2018,1.9 Feijao (2 Safra),Parana,199795,,275084,1377
534,dezembro 2018,1.10 Feijao (3 Safra),Parana,2245,,2041,909
535,dezembro 2018,1.13 Milho (1 Safra),Parana,330201,,2887598,8745
536,dezembro 2018,1.14 Milho (2 Safra),Parana,2110879,,8976029,4252
537,dezembro 2018,1.15 Soja,Parana,5552520,,19266672,3470
538,dezembro 2018,1.17 Trigo,Parana,1097834,,2821145,2570
539,dezembro 2018,15 Fumo,Parana,77800,,190254,2445
540,janeiro 2019,1.4 Arroz,Parana,23105,,161518,6991
541,janeiro 2019,1.8 Feijao (1 Safra),Parana,162306,,260375,1604
542,janeiro 2019,1.9 Feijao (2 Safra),Parana,176654,,339704,1923
543,janeiro 2019,1.10 Feijao (3 Safra),Parana,3054,,2999,982
544,janeiro 2019,1.13 Milho (1 Safra),Parana,356022,,3100000,8707
545,janeiro 2019,1.14 Milho (2 Safra),Parana,2192385,,12687615,5787
546,janeiro 2019,1.15 Soja,Parana,5532698,,17052153,3082
547,janeiro 2019,1.17 Trigo,Parana,1080647,,2920989,2703
548,janeiro 2019,15 Fumo,Parana,77981,,190259,2440
549,fevereiro 2019,1.4 Arroz,Parana,23105,,160030,6926
550,fevereiro 2019,1.8 Feijao (1 Safra),Parana,162306,,248322,1530
551,fevereiro 2019,1.9 Feijao (2 Safra),Parana,208194,,399902,1921
552,fevereiro 2019,1.10 Feijao (3 Safra),Parana,3054,,2999,982
553,fevereiro 2019,1.13 Milho (1 Safra),Parana,356022,,3096110,8696
554,fevereiro 2019,1.14 Milho (2 Safra),Parana,2203985,,12766275,5792
555,fevereiro 2019,1.15 Soja,Parana,5537221,,16548648,2989
556,fevereiro 2019,1.17 Trigo,Parana,1080647,,2920989,2703
557,fevereiro 2019,15 Fumo,Parana,78481,,186302,2374
558,marco 2019,1.4 Arroz,Parana,23105,,160030,6926
559,marco 2019,1.8 Feijao (1 Safra),Parana,162306,,248322,1530
560,marco 2019,1.9 Feijao (2 Safra),Parana,228374,,436146,1910
561,marco 2019,1.10 Feijao (3 Safra),Parana,3054,,2999,982
562,marco 2019,1.13 Milho (1 Safra),Parana,356022,,3096110,8696
563,marco 2019,1.14 Milho (2 Safra),Parana,2227870,,13000554,5835
564,marco 2019,1.15 Soja,Parana,5543887,,16329725,2946
565,marco 2019,1.17 Trigo,Parana,1080647,,2920989,2703
566,marco 2019,15 Fumo,Parana,78481,,186302,2374
567,abril 2019,1.4 Arroz,Parana,23215,,158790,6840
568,abril 2019,1.8 Feijao (1 Safra),Parana,162306,,248322,1530
569,abril 2019,1.9 Feijao (2 Safra),Parana,228374,,436146,1910
570,abril 2019,1.10 Feijao (3 Safra),Parana,3054,,2999,982
571,abril 2019,1.13 Milho (1 Safra),Parana,358479,,3156605,8806
572,abril 2019,1.14 Milho (2 Safra),Parana,2233696,,13026622,5832
573,abril 2019,1.15 Soja,Parana,5437439,,16254411,2989
574,abril 2019,1.17 Trigo,Parana,1022758,,3293555,3220
575,abril 2019,15 Fumo,Parana,79426,,189223,2382
576,maio 2019,1.4 Arroz,Parana,23378,,142463,6094
577,maio 2019,1.8 Feijao (1 Safra),Parana,162322,,247089,1522
578,maio 2019,1.9 Feijao (2 Safra),Parana,230577,,408713,1773
579,maio 2019,1.10 Feijao (3 Safra),Parana,2629,,3168,1205
580,maio 2019,1.13 Milho (1 Safra),Parana,358779,,3166720,8826
581,maio 2019,1.14 Milho (2 Safra),Parana,2247739,,12964822,5768
582,maio 2019,1.15 Soja,Parana,5439039,,16231264,2984
583,maio 2019,1.17 Trigo,Parana,1003958,,3226305,3214
584,maio 2019,15 Fumo,Parana,75354,,168891,2241
585,junho 2019,1.4 Arroz,Parana,23378,,142250,6085
586,junho 2019,1.8 Feijao (1 Safra),Parana,162327,,247092,1522
587,junho 2019,1.9 Feijao (2 Safra),Parana,230577,,361839,1569
588,junho 2019,1.10 Feijao (3 Safra),Parana,2534,,3091,1220
589,junho 2019,1.13 Milho (1 Safra),Parana,359879,,3173825,8819
590,junho 2019,1.14 Milho (2 Safra),Parana,2247039,,13463985,5992
591,junho 2019,1.15 Soja,Parana,5441991,,16220624,2981
592,junho 2019,1.17 Trigo,Parana,1006650,,3235893,3215
593,junho 2019,15 Fumo,Parana,75336,,168831,2241
594,julho 2019,1.4 Arroz,Parana,23378,,142278,6086
595,julho 2019,1.8 Feijao (1 Safra),Parana,162327,,247092,1522
596,julho 2019,1.9 Feijao (2 Safra),Parana,230577,,352138,1527
597,julho 2019,1.10 Feijao (3 Safra),Parana,2534,,3020,1192
598,julho 2019,1.13 Milho (1 Safra),Parana,359879,,3139800,8725
599,julho 2019,1.14 Milho (2 Safra),Parana,2247439,,13661756,6079
600,julho 2019,1.15 Soja,Parana,5437391,,16209573,2981
601,julho 2019,1.17 Trigo,Parana,1008395,,2724950,2702
602,julho 2019,15 Fumo,Parana,75336,,168974,2243
603,agosto 2019,1.4 Arroz,Parana,23378,,142278,6086
604,agosto 2019,1.8 Feijao (1 Safra),Parana,162327,,247092,1522
605,agosto 2019,1.9 Feijao (2 Safra),Parana,230677,,344878,1495
606,agosto 2019,1.10 Feijao (3 Safra),Parana,2534,,3020,1192
607,agosto 2019,1.13 Milho (1 Safra),Parana,358888,,3139820,8749
608,agosto 2019,1.14 Milho (2 Safra),Parana,2232459,,13407588,6006
609,agosto 2019,1.15 Soja,Parana,5442361,,16247994,2985
610,agosto 2019,1.17 Trigo,Parana,1024993,,2713288,2647
611,agosto 2019,15 Fumo,Parana,75336,,168974,2243
612,setembro 2019,1.4 Arroz,Parana,23078,,134649,5835
613,setembro 2019,1.8 Feijao (1 Safra),Parana,162327,,247092,1522
614,setembro 2019,1.9 Feijao (2 Safra),Parana,248059,,365709,1474
615,setembro 2019,1.10 Feijao (3 Safra),Parana,2534,,3020,1192
616,setembro 2019,1.13 Milho (1 Safra),Parana,360095,,3159735,8775
617,setembro 2019,1.14 Milho (2 Safra),Parana,2236402,,13358484,5973
618,setembro 2019,1.15 Soja,Parana,5447916,,16164807,2967
619,setembro 2019,1.17 Trigo,Parana,1023051,,2363074,2310
620,setembro 2019,15 Fumo,Parana,75340,,168960,2243
621,outubro 2019,1.4 Arroz,Parana,23078,,134649,5835
622,outubro 2019,1.8 Feijao (1 Safra),Parana,162327,,247092,1522
623,outubro 2019,1.9 Feijao (2 Safra),Parana,246900,,364600,1477
624,outubro 2019,1.10 Feijao (3 Safra),Parana,2534,,3020,1192
625,outubro 2019,1.13 Milho (1 Safra),Parana,360095,,3159735,8775
626,outubro 2019,1.14 Milho (2 Safra),Parana,2236402,,13424300,6003
627,outubro 2019,1.15 Soja,Parana,5447916,,16164807,2967
628,outubro 2019,1.17 Trigo,Parana,1023700,,2177100,2127
629,outubro 2019,15 Fumo,Parana,75340,,168960,2243
630,novembro 2019,1.4 Arroz,Parana,23078,,134649,5835
631,novembro 2019,1.8 Feijao (1 Safra),Parana,162327,,247092,1522
632,novembro 2019,1.9 Feijao (2 Safra),Parana,246900,,364600,1477
633,novembro 2019,1.10 Feijao (3 Safra),Parana,2534,,3020,1192
634,novembro 2019,1.13 Milho (1 Safra),Parana,360095,,3159735,8775
635,novembro 2019,1.14 Milho (2 Safra),Parana,2236402,,13424300,6003
636,novembro 2019,1.15 Soja,Parana,5447916,,16164807,2967
637,novembro 2019,1.17 Trigo,Parana,1023600,,2132900,2084
638,novembro 2019,15 Fumo,Parana,75340,,168960,2243
639,dezembro 2019,1.4 Arroz,Parana,23078,,134649,5835
640,dezembro 2019,1.8 Feijao (1 Safra),Parana,162327,,247092,1522
641,dezembro 2019,1.9 Feijao (2 Safra),Parana,246900,,364600,1477
642,dezembro 2019,1.10 Feijao (3 Safra),Parana,2534,,3020,1192
643,dezembro 2019,1.13 Milho (1 Safra),Parana,360095,,3159735,8775
644,dezembro 2019,1.14 Milho (2 Safra),Parana,2236402,,13424300,6003
645,dezembro 2019,1.15 Soja,Parana,5447916,,16164807,2967
646,dezembro 2019,1.17 Trigo,Parana,1023600,,2132900,2084
647,dezembro 2019,15 Fumo,Parana,75340,,168960,2243
648,janeiro 2020,1.4 Arroz,Parana,21530,,151462,7035
649,janeiro 2020,1.8 Feijao (1 Safra),Parana,152221,,305593,2008
650,janeiro 2020,1.9 Feijao (2 Safra),Parana,227184,,443287,1951
651,janeiro 2020,1.10 Feijao (3 Safra),Parana,2534,,3000,1184
652,janeiro 2020,1.13 Milho (1 Safra),Parana,348801,,3246989,9309
653,janeiro 2020,1.14 Milho (2 Safra),Parana,2153580,,12346342,5733
654,janeiro 2020,1.15 Soja,Parana,5500482,,19800869,3600
655,janeiro 2020,1.17 Trigo,Parana,1028400,,2143800,2085
656,janeiro 2020,15 Fumo,Parana,71272,,170396,2391
657,fevereiro 2020,1.4 Arroz,Parana,21532,,153467,7127
658,fevereiro 2020,1.8 Feijao (1 Safra),Parana,152231,,319002,2096
659,fevereiro 2020,1.9 Feijao (2 Safra),Parana,223314,,441693,1978
660,fevereiro 2020,1.10 Feijao (3 Safra),Parana,2534,,3000,1184
661,fevereiro 2020,1.13 Milho (1 Safra),Parana,348801,,3308937,9487
662,fevereiro 2020,1.14 Milho (2 Safra),Parana,2165150,,12403841,5729
663,fevereiro 2020,1.15 Soja,Parana,5501182,,20450310,3717
664,fevereiro 2020,1.17 Trigo,Parana,1028400,,2143800,2085
665,fevereiro 2020,15 Fumo,Parana,71273,,171438,2405
666,marco 2020,1.4 Arroz,Parana,21822,,140597,6443
667,marco 2020,1.8 Feijao (1 Safra),Parana,152341,,319798,2099
668,marco 2020,1.9 Feijao (2 Safra),Parana,221908,,432463,1949
669,marco 2020,1.10 Feijao (3 Safra),Parana,2534,,3000,1184
670,marco 2020,1.13 Milho (1 Safra),Parana,351971,,3453339,9811
671,marco 2020,1.14 Milho (2 Safra),Parana,2186270,,12485341,5711
672,marco 2020,1.15 Soja,Parana,5504222,,20806623,3780
673,marco 2020,1.17 Trigo,Parana,1028400,,2143800,2085
674,marco 2020,15 Fumo,Parana,71776,,171325,2387
675,abril 2020,1.4 Arroz,Parana,21822,,152400,6984
676,abril 2020,1.8 Feijao (1 Safra),Parana,152341,,323300,2122
677,abril 2020,1.9 Feijao (2 Safra),Parana,221908,,334300,1506
678,abril 2020,1.10 Feijao (3 Safra),Parana,2534,,3000,1184
679,abril 2020,1.13 Milho (1 Safra),Parana,352600,,3515300,9970
680,abril 2020,1.14 Milho (2 Safra),Parana,2250100,,12235000,5438
681,abril 2020,1.15 Soja,Parana,5505872,,20745400,3768
682,abril 2020,1.17 Trigo,Parana,1079900,,3499600,3241
683,abril 2020,15 Fumo,Parana,71776,,171325,2387
684,maio 2020,1.4 Arroz,Parana,21900,,153000,6986
685,maio 2020,1.8 Feijao (1 Safra),Parana,152341,,322900,2120
686,maio 2020,1.9 Feijao (2 Safra),Parana,221908,,270800,1220
687,maio 2020,1.10 Feijao (3 Safra),Parana,2534,,2400,947
688,maio 2020,1.13 Milho (1 Safra),Parana,352600,,3533700,10022
689,maio 2020,1.14 Milho (2 Safra),Parana,2254300,,11263100,4996
690,maio 2020,1.15 Soja,Parana,5503500,,20754000,3771
691,maio 2020,1.17 Trigo,Parana,1090500,,3537600,3244
692,maio 2020,15 Fumo,Parana,71500,,174100,2435
693,junho 2020,1.4 Arroz,Parana,21700,,153400,7069
694,junho 2020,1.8 Feijao (1 Safra),Parana,152341,,322900,2120
695,junho 2020,1.9 Feijao (2 Safra),Parana,222000,,263300,1186
696,junho 2020,1.10 Feijao (3 Safra),Parana,2000,,2400,1200
697,junho 2020,1.13 Milho (1 Safra),Parana,352600,,3534500,10024
698,junho 2020,1.14 Milho (2 Safra),Parana,2254500,,11364900,5041
699,junho 2020,1.15 Soja,Parana,5503000,,20749200,3771
700,junho 2020,1.17 Trigo,Parana,1130000,,3672100,3250
701,junho 2020,15 Fumo,Parana,71500,,174100,2435
702,julho 2020,1.4 Arroz,Parana,21300,,151500,7113
703,julho 2020,1.8 Feijao (1 Safra),Parana,152500,,319700,2096
704,julho 2020,1.9 Feijao (2 Safra),Parana,222000,,259400,1168
705,julho 2020,1.10 Feijao (3 Safra),Parana,2000,,2300,1150
706,julho 2020,1.13 Milho (1 Safra),Parana,354100,,3550900,10028
707,julho 2020,1.14 Milho (2 Safra),Parana,2260200,,11548700,5110
708,julho 2020,1.15 Soja,Parana,5503200,,20813000,3782
709,julho 2020,1.17 Trigo,Parana,1133400,,3685900,3252
710,julho 2020,15 Fumo,Parana,71300,,175200,2457
711,agosto 2020,1.4 Arroz,Parana,20800,,150600,7240
712,agosto 2020,1.8 Feijao (1 Safra),Parana,152500,,319700,2096
713,agosto 2020,1.9 Feijao (2 Safra),Parana,224900,,268700,1195
714,agosto 2020,1.10 Feijao (3 Safra),Parana,2000,,2200,1100
715,agosto 2020,1.13 Milho (1 Safra),Parana,355900,,3564900,10017
716,agosto 2020,1.14 Milho (2 Safra),Parana,2276600,,11771200,5171
717,agosto 2020,1.15 Soja,Parana,5505000,,20755300,3770
718,agosto 2020,1.17 Trigo,Parana,1113100,,3474700,3122
719,agosto 2020,15 Fumo,Parana,71300,,175200,2457
720,setembro 2020,1.4 Arroz,Parana,20800,,150600,7240
721,setembro 2020,1.8 Feijao (1 Safra),Parana,152500,,319700,2096
722,setembro 2020,1.9 Feijao (2 Safra),Parana,224900,,268700,1195
723,setembro 2020,1.10 Feijao (3 Safra),Parana,2000,,2200,1100
724,setembro 2020,1.13 Milho (1 Safra),Parana,355900,,3564900,10017
725,setembro 2020,1.14 Milho (2 Safra),Parana,2281200,,11658600,5111
726,setembro 2020,1.15 Soja,Parana,5511200,,20773900,3769
727,setembro 2020,1.17 Trigo,Parana,1114200,,3323400,2983
728,setembro 2020,15 Fumo,Parana,71300,,175200,2457
729,outubro 2020,1.4 Arroz,Parana,21100,,151600,7185
730,outubro 2020,1.8 Feijao (1 Safra),Parana,152500,,319700,2096
731,outubro 2020,1.9 Feijao (2 Safra),Parana,224900,,268700,1195
732,outubro 2020,1.10 Feijao (3 Safra),Parana,2000,,2200,1100
733,outubro 2020,1.13 Milho (1 Safra),Parana,355900,,3564900,10017
734,outubro 2020,1.14 Milho (2 Safra),Parana,2286000,,11659300,5100
735,outubro 2020,1.15 Soja,Parana,5512600,,20842400,3781
736,outubro 2020,1.17 Trigo,Parana,1114200,,3127000,2806
737,outubro 2020,15 Fumo,Parana,71300,,175200,2457
738,novembro 2020,1.4 Arroz,Parana,21100,,151600,7185
739,novembro 2020,1.8 Feijao (1 Safra),Parana,152400,,316200,2075
740,novembro 2020,1.9 Feijao (2 Safra),Parana,224900,,268700,1195
741,novembro 2020,1.10 Feijao (3 Safra),Parana,2000,,2200,1100
742,novembro 2020,1.13 Milho (1 Safra),Parana,355900,,3564900,10017
743,novembro 2020,1.14 Milho (2 Safra),Parana,2286700,,11661800,5100
744,novembro 2020,1.15 Soja,Parana,5512200,,20841100,3781
745,novembro 2020,1.17 Trigo,Parana,1122000,,3052800,2721
746,novembro 2020,15 Fumo,Parana,71300,,175200,2457
747,dezembro 2020,1.4 Arroz,Parana,21100,,151600,7185
748,dezembro 2020,1.8 Feijao (1 Safra),Parana,152400,,316200,2075
749,dezembro 2020,1.9 Feijao (2 Safra),Parana,224900,,268700,1195
750,dezembro 2020,1.10 Feijao (3 Safra),Parana,2000,,2200,1100
751,dezembro 2020,1.13 Milho (1 Safra),Parana,355900,,3564900,10017
752,dezembro 2020,1.14 Milho (2 Safra),Parana,2286700,,11661800,5100
